Drug A,Drug B,Strain,Bliss Score,p-value,Interaction Type,Drug A Inchikey,Drug B Inchikey,Specie,Drug Pair
aztreonam,gentamicin,salmonella typhimurium 14028,0.1784,0.03494196,Antagonism,WZPBZJONDBGPKJ-VEHQQRBSSA-N,CEAZRRDELHUEMR-UHFFFAOYSA-N,salmonella typhimurium,"('CEAZRRDELHUEMR-UHFFFAOYSA-N', 'WZPBZJONDBGPKJ-VEHQQRBSSA-N')"
clarithromycin,mitomycin c,salmonella typhimurium 14028,0.1098,0.014283707,Antagonism,AGOYDEPGAOXOCK-KCBOHYOISA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,salmonella typhimurium,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'NWIBSHFKIJFRCO-WUDYKRTCSA-N')"
puromycin,mitomycin c,salmonella typhimurium 14028,0.0936,,,RXWNCPJZOCPEPQ-NVWDDTSBSA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,salmonella typhimurium,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'RXWNCPJZOCPEPQ-NVWDDTSBSA-N')"
chloramphenicol,ciclopirox,salmonella typhimurium 14028,0.1174,0.037093717,Antagonism,WIIZWVCIJKGZOK-RKDXNWHRSA-N,SCKYRAXSEDYPSA-UHFFFAOYSA-N,salmonella typhimurium,"('SCKYRAXSEDYPSA-UHFFFAOYSA-N', 'WIIZWVCIJKGZOK-RKDXNWHRSA-N')"
amoxicillin,amikacin,salmonella typhimurium 14028,-0.145,0.002167452,Synergy,LSQZJLSUYDQPKJ-NJBDSQKTSA-N,LKCWBDHBTVXHDL-RMDFUYIESA-N,salmonella typhimurium,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'LSQZJLSUYDQPKJ-NJBDSQKTSA-N')"
novobiocin,mitomycin c,salmonella typhimurium 14028,-0.0627,,,YJQPYGGHQPGBLI-KGSXXDOSSA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,salmonella typhimurium,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'YJQPYGGHQPGBLI-KGSXXDOSSA-N')"
novobiocin,colistin,salmonella typhimurium 14028,-0.8269,0.002167452,Synergy,YJQPYGGHQPGBLI-KGSXXDOSSA-N,YKQOSKADJPQZHB-RGYSVOEGSA-N,salmonella typhimurium,"('YJQPYGGHQPGBLI-KGSXXDOSSA-N', 'YKQOSKADJPQZHB-RGYSVOEGSA-N')"
bacitracin,colistin,salmonella typhimurium 14028,-0.924,0.002167452,Synergy,CLKOFPXJLQSYAH-ABRJDSQDSA-N,YKQOSKADJPQZHB-RGYSVOEGSA-N,salmonella typhimurium,"('CLKOFPXJLQSYAH-ABRJDSQDSA-N', 'YKQOSKADJPQZHB-RGYSVOEGSA-N')"
polymyxin b,benzalkonium,salmonella typhimurium 14028,-0.8763,0.002167452,Synergy,WQVJHHACXVLGBL-BPJDFBQWSA-N,VVZBFOKBSDGVGZ-UHFFFAOYSA-N,salmonella typhimurium,"('VVZBFOKBSDGVGZ-UHFFFAOYSA-N', 'WQVJHHACXVLGBL-BPJDFBQWSA-N')"
polymyxin b,clarithromycin,salmonella typhimurium 14028,-0.6074,0.002167452,Synergy,WQVJHHACXVLGBL-BPJDFBQWSA-N,AGOYDEPGAOXOCK-KCBOHYOISA-N,salmonella typhimurium,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'WQVJHHACXVLGBL-BPJDFBQWSA-N')"
fusidic acid,colistin,salmonella typhimurium 14028,-0.8961,0.002167452,Synergy,IECPWNUMDGFDKC-MZJAQBGESA-N,YKQOSKADJPQZHB-RGYSVOEGSA-N,salmonella typhimurium,"('IECPWNUMDGFDKC-MZJAQBGESA-N', 'YKQOSKADJPQZHB-RGYSVOEGSA-N')"
benzalkonium,cccp,salmonella typhimurium 14028,-0.2329,0.002167452,Synergy,VVZBFOKBSDGVGZ-UHFFFAOYSA-N,UGTJLJZQQFGTJD-UHFFFAOYSA-N,salmonella typhimurium,"('UGTJLJZQQFGTJD-UHFFFAOYSA-N', 'VVZBFOKBSDGVGZ-UHFFFAOYSA-N')"
benzalkonium,chlorhexidine,salmonella typhimurium 14028,-0.8005,0.002167452,Synergy,VVZBFOKBSDGVGZ-UHFFFAOYSA-N,GHXZTYHSJHQHIJ-UHFFFAOYSA-N,salmonella typhimurium,"('GHXZTYHSJHQHIJ-UHFFFAOYSA-N', 'VVZBFOKBSDGVGZ-UHFFFAOYSA-N')"
benzalkonium,colistin,salmonella typhimurium 14028,-0.918,0.002167452,Synergy,VVZBFOKBSDGVGZ-UHFFFAOYSA-N,YKQOSKADJPQZHB-RGYSVOEGSA-N,salmonella typhimurium,"('VVZBFOKBSDGVGZ-UHFFFAOYSA-N', 'YKQOSKADJPQZHB-RGYSVOEGSA-N')"
erythromycin,colistin,salmonella typhimurium 14028,-0.6505,0.002167452,Synergy,ULGZDMOVFRHVEP-RWJQBGPGSA-N,YKQOSKADJPQZHB-RGYSVOEGSA-N,salmonella typhimurium,"('ULGZDMOVFRHVEP-RWJQBGPGSA-N', 'YKQOSKADJPQZHB-RGYSVOEGSA-N')"
a22,imipenem,salmonella typhimurium 14028,-0.2142,0.004777975,Synergy,LZTCFLDZLBOLDW-UHFFFAOYSA-N,ZSKVGTPCRGIANV-ZXFLCMHBSA-N,salmonella typhimurium,"('LZTCFLDZLBOLDW-UHFFFAOYSA-N', 'ZSKVGTPCRGIANV-ZXFLCMHBSA-N')"
rifampicin,colistin,salmonella typhimurium 14028,-0.9096,0.002167452,Synergy,JQXXHWHPUNPDRT-WLSIYKJHSA-N,YKQOSKADJPQZHB-RGYSVOEGSA-N,salmonella typhimurium,"('JQXXHWHPUNPDRT-WLSIYKJHSA-N', 'YKQOSKADJPQZHB-RGYSVOEGSA-N')"
clarithromycin,colistin,salmonella typhimurium 14028,-0.728,0.002167452,Synergy,AGOYDEPGAOXOCK-KCBOHYOISA-N,YKQOSKADJPQZHB-RGYSVOEGSA-N,salmonella typhimurium,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'YKQOSKADJPQZHB-RGYSVOEGSA-N')"
chloramphenicol,a22,salmonella typhimurium 14028,0.1167,0.003743781,Antagonism,WIIZWVCIJKGZOK-RKDXNWHRSA-N,LZTCFLDZLBOLDW-UHFFFAOYSA-N,salmonella typhimurium,"('LZTCFLDZLBOLDW-UHFFFAOYSA-N', 'WIIZWVCIJKGZOK-RKDXNWHRSA-N')"
ciprofloxacin,benzalkonium,salmonella typhimurium 14028,0.2321,0.005745371,Antagonism,MYSWGUAQZAJSOK-UHFFFAOYSA-N,VVZBFOKBSDGVGZ-UHFFFAOYSA-N,salmonella typhimurium,"('MYSWGUAQZAJSOK-UHFFFAOYSA-N', 'VVZBFOKBSDGVGZ-UHFFFAOYSA-N')"
ciprofloxacin,minocycline,salmonella typhimurium 14028,0.2008,0.003743781,Antagonism,MYSWGUAQZAJSOK-UHFFFAOYSA-N,WTJXVDPDEQKTCV-VQAITOIOSA-N,salmonella typhimurium,"('MYSWGUAQZAJSOK-UHFFFAOYSA-N', 'WTJXVDPDEQKTCV-VQAITOIOSA-N')"
amikacin,erythromycin,salmonella typhimurium 14028,-0.0359,,,LKCWBDHBTVXHDL-RMDFUYIESA-N,ULGZDMOVFRHVEP-RWJQBGPGSA-N,salmonella typhimurium,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'ULGZDMOVFRHVEP-RWJQBGPGSA-N')"
amikacin,procaine,salmonella typhimurium 14028,0.0766,,,LKCWBDHBTVXHDL-RMDFUYIESA-N,MFDFERRIHVXMIY-UHFFFAOYSA-N,salmonella typhimurium,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'MFDFERRIHVXMIY-UHFFFAOYSA-N')"
amikacin,egcg,salmonella typhimurium 14028,0.0235,,,LKCWBDHBTVXHDL-RMDFUYIESA-N,WMBWREPUVVBILR-WIYYLYMNSA-N,salmonella typhimurium,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'WMBWREPUVVBILR-WIYYLYMNSA-N')"
amikacin,clarithromycin,salmonella typhimurium 14028,-0.0482,,,LKCWBDHBTVXHDL-RMDFUYIESA-N,AGOYDEPGAOXOCK-KCBOHYOISA-N,salmonella typhimurium,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'LKCWBDHBTVXHDL-RMDFUYIESA-N')"
amikacin,metformin,salmonella typhimurium 14028,0.0426,,,LKCWBDHBTVXHDL-RMDFUYIESA-N,XZWYZXLIPXDOLR-UHFFFAOYSA-N,salmonella typhimurium,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'XZWYZXLIPXDOLR-UHFFFAOYSA-N')"
amikacin,berberine,salmonella typhimurium 14028,0.0339,,,LKCWBDHBTVXHDL-RMDFUYIESA-N,YBHILYKTIRIUTE-UHFFFAOYSA-N,salmonella typhimurium,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'YBHILYKTIRIUTE-UHFFFAOYSA-N')"
vanillin,aztreonam,salmonella typhimurium 14028,0.7895,0.002167452,Antagonism,MWOOGOJBHIARFG-UHFFFAOYSA-N,WZPBZJONDBGPKJ-VEHQQRBSSA-N,salmonella typhimurium,"('MWOOGOJBHIARFG-UHFFFAOYSA-N', 'WZPBZJONDBGPKJ-VEHQQRBSSA-N')"
aztreonam,mitomycin c,salmonella typhimurium 14028,0.1691,0.002167452,Antagonism,WZPBZJONDBGPKJ-VEHQQRBSSA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,salmonella typhimurium,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'WZPBZJONDBGPKJ-VEHQQRBSSA-N')"
mitomycin c,azithromycin,salmonella typhimurium 14028,0.115,0.016436514,Antagonism,NWIBSHFKIJFRCO-WUDYKRTCSA-N,MQTOSJVFKKJCRP-BICOPXKESA-N,salmonella typhimurium,"('MQTOSJVFKKJCRP-BICOPXKESA-N', 'NWIBSHFKIJFRCO-WUDYKRTCSA-N')"
piperacillin,mitomycin c,salmonella typhimurium 14028,0.1909,0.002167452,Antagonism,IVBHGBMCVLDMKU-GXNBUGAJSA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,salmonella typhimurium,"('IVBHGBMCVLDMKU-GXNBUGAJSA-N', 'NWIBSHFKIJFRCO-WUDYKRTCSA-N')"
ciprofloxacin,spectinomycin,salmonella typhimurium 14028,0.122,,,MYSWGUAQZAJSOK-UHFFFAOYSA-N,UNFWWIHTNXNPBV-WXKVUWSESA-N,salmonella typhimurium,"('MYSWGUAQZAJSOK-UHFFFAOYSA-N', 'UNFWWIHTNXNPBV-WXKVUWSESA-N')"
fusidic acid,procaine,salmonella typhimurium 14028,-0.2471,0.002167452,Synergy,IECPWNUMDGFDKC-MZJAQBGESA-N,MFDFERRIHVXMIY-UHFFFAOYSA-N,salmonella typhimurium,"('IECPWNUMDGFDKC-MZJAQBGESA-N', 'MFDFERRIHVXMIY-UHFFFAOYSA-N')"
amikacin,piperacillin,salmonella typhimurium 14028,-0.1723,0.002167452,Synergy,LKCWBDHBTVXHDL-RMDFUYIESA-N,IVBHGBMCVLDMKU-GXNBUGAJSA-N,salmonella typhimurium,"('IVBHGBMCVLDMKU-GXNBUGAJSA-N', 'LKCWBDHBTVXHDL-RMDFUYIESA-N')"
cefotaxime,a22,salmonella typhimurium 14028,-0.2453,0.002167452,Synergy,GPRBEKHLDVQUJE-QSWIMTSFSA-N,LZTCFLDZLBOLDW-UHFFFAOYSA-N,salmonella typhimurium,"('GPRBEKHLDVQUJE-QSWIMTSFSA-N', 'LZTCFLDZLBOLDW-UHFFFAOYSA-N')"
piperacillin,a22,salmonella typhimurium 14028,-0.2998,0.002167452,Synergy,IVBHGBMCVLDMKU-GXNBUGAJSA-N,LZTCFLDZLBOLDW-UHFFFAOYSA-N,salmonella typhimurium,"('IVBHGBMCVLDMKU-GXNBUGAJSA-N', 'LZTCFLDZLBOLDW-UHFFFAOYSA-N')"
doxorubicin,mitomycin c,salmonella typhimurium 14028,-0.0698,,,AOJJSUZBOXZQNB-TZSSRYMLSA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,salmonella typhimurium,"('AOJJSUZBOXZQNB-TZSSRYMLSA-N', 'NWIBSHFKIJFRCO-WUDYKRTCSA-N')"
ciprofloxacin,levofloxacin,salmonella typhimurium 14028,-0.5355,0.001836122,Synergy,MYSWGUAQZAJSOK-UHFFFAOYSA-N,GSDSWSVVBLHKDQ-JTQLQIEISA-N,salmonella typhimurium,"('GSDSWSVVBLHKDQ-JTQLQIEISA-N', 'MYSWGUAQZAJSOK-UHFFFAOYSA-N')"
polymyxin b,rifampicin,salmonella typhimurium 14028,-0.5689,0.002167452,Synergy,WQVJHHACXVLGBL-BPJDFBQWSA-N,JQXXHWHPUNPDRT-WLSIYKJHSA-N,salmonella typhimurium,"('JQXXHWHPUNPDRT-WLSIYKJHSA-N', 'WQVJHHACXVLGBL-BPJDFBQWSA-N')"
spectinomycin,clarithromycin,salmonella typhimurium 14028,0.0755,,,UNFWWIHTNXNPBV-WXKVUWSESA-N,AGOYDEPGAOXOCK-KCBOHYOISA-N,salmonella typhimurium,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'UNFWWIHTNXNPBV-WXKVUWSESA-N')"
ciprofloxacin,streptozotocin,salmonella typhimurium 14028,-0.4458,0.002167452,Synergy,MYSWGUAQZAJSOK-UHFFFAOYSA-N,ZSJLQEPLLKMAKR-GKHCUFPYSA-N,salmonella typhimurium,"('MYSWGUAQZAJSOK-UHFFFAOYSA-N', 'ZSJLQEPLLKMAKR-GKHCUFPYSA-N')"
cycloserine d,mecillinam,salmonella typhimurium 14028,-0.5678,0.002167452,Synergy,DYDCUQKUCUHJBH-UWTATZPHSA-N,BWWVAEOLVKTZFQ-NTZNESFSSA-N,salmonella typhimurium,"('BWWVAEOLVKTZFQ-NTZNESFSSA-N', 'DYDCUQKUCUHJBH-UWTATZPHSA-N')"
cycloserine d,clarithromycin,salmonella typhimurium 14028,-0.0299,,,DYDCUQKUCUHJBH-UWTATZPHSA-N,AGOYDEPGAOXOCK-KCBOHYOISA-N,salmonella typhimurium,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'DYDCUQKUCUHJBH-UWTATZPHSA-N')"
cycloserine d,imipenem,salmonella typhimurium 14028,-0.1857,,,DYDCUQKUCUHJBH-UWTATZPHSA-N,ZSKVGTPCRGIANV-ZXFLCMHBSA-N,salmonella typhimurium,"('DYDCUQKUCUHJBH-UWTATZPHSA-N', 'ZSKVGTPCRGIANV-ZXFLCMHBSA-N')"
fosfomycin,oxacillin,salmonella typhimurium 14028,-0.0589,,,YMDXZJFXQJVXBF-STHAYSLISA-N,UWYHMGVUTGAWSP-JKIFEVAISA-N,salmonella typhimurium,"('UWYHMGVUTGAWSP-JKIFEVAISA-N', 'YMDXZJFXQJVXBF-STHAYSLISA-N')"
fosfomycin,mecillinam,salmonella typhimurium 14028,-0.1497,0.006370634,Synergy,YMDXZJFXQJVXBF-STHAYSLISA-N,BWWVAEOLVKTZFQ-NTZNESFSSA-N,salmonella typhimurium,"('BWWVAEOLVKTZFQ-NTZNESFSSA-N', 'YMDXZJFXQJVXBF-STHAYSLISA-N')"
fosfomycin,imipenem,salmonella typhimurium 14028,-0.1576,0.024608515,Synergy,YMDXZJFXQJVXBF-STHAYSLISA-N,ZSKVGTPCRGIANV-ZXFLCMHBSA-N,salmonella typhimurium,"('YMDXZJFXQJVXBF-STHAYSLISA-N', 'ZSKVGTPCRGIANV-ZXFLCMHBSA-N')"
bacitracin,penicillin g,salmonella typhimurium 14028,-0.0537,,,CLKOFPXJLQSYAH-ABRJDSQDSA-N,JGSARLDLIJGVTE-MBNYWOFBSA-N,salmonella typhimurium,"('CLKOFPXJLQSYAH-ABRJDSQDSA-N', 'JGSARLDLIJGVTE-MBNYWOFBSA-N')"
fusidic acid,metformin,salmonella typhimurium 14028,-0.635,0.002167452,Synergy,IECPWNUMDGFDKC-MZJAQBGESA-N,XZWYZXLIPXDOLR-UHFFFAOYSA-N,salmonella typhimurium,"('IECPWNUMDGFDKC-MZJAQBGESA-N', 'XZWYZXLIPXDOLR-UHFFFAOYSA-N')"
fusidic acid,azithromycin,salmonella typhimurium 14028,-0.098,,,IECPWNUMDGFDKC-MZJAQBGESA-N,MQTOSJVFKKJCRP-BICOPXKESA-N,salmonella typhimurium,"('IECPWNUMDGFDKC-MZJAQBGESA-N', 'MQTOSJVFKKJCRP-BICOPXKESA-N')"
amikacin,moxifloxacin,salmonella typhimurium 14028,0.053,,,LKCWBDHBTVXHDL-RMDFUYIESA-N,FABPRXSRWADJSP-MEDUHNTESA-N,salmonella typhimurium,"('FABPRXSRWADJSP-MEDUHNTESA-N', 'LKCWBDHBTVXHDL-RMDFUYIESA-N')"
amikacin,streptozotocin,salmonella typhimurium 14028,-0.0868,,,LKCWBDHBTVXHDL-RMDFUYIESA-N,ZSJLQEPLLKMAKR-GKHCUFPYSA-N,salmonella typhimurium,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'ZSJLQEPLLKMAKR-GKHCUFPYSA-N')"
benzalkonium,metronidazole,salmonella typhimurium 14028,-0.0455,,,VVZBFOKBSDGVGZ-UHFFFAOYSA-N,VAOCPAMSLUNLGC-UHFFFAOYSA-N,salmonella typhimurium,"('VAOCPAMSLUNLGC-UHFFFAOYSA-N', 'VVZBFOKBSDGVGZ-UHFFFAOYSA-N')"
cefaclor,piperacillin,salmonella typhimurium 14028,-0.4473,0.002167452,Synergy,QYIYFLOTGYLRGG-GPCCPHFNSA-N,IVBHGBMCVLDMKU-GXNBUGAJSA-N,salmonella typhimurium,"('IVBHGBMCVLDMKU-GXNBUGAJSA-N', 'QYIYFLOTGYLRGG-GPCCPHFNSA-N')"
procaine,piperacillin,salmonella typhimurium 14028,-0.247,0.010039295,Synergy,MFDFERRIHVXMIY-UHFFFAOYSA-N,IVBHGBMCVLDMKU-GXNBUGAJSA-N,salmonella typhimurium,"('IVBHGBMCVLDMKU-GXNBUGAJSA-N', 'MFDFERRIHVXMIY-UHFFFAOYSA-N')"
procaine,curcumin,salmonella typhimurium 14028,-0.3584,0.002167452,Synergy,MFDFERRIHVXMIY-UHFFFAOYSA-N,VFLDPWHFBUODDF-FCXRPNKRSA-N,salmonella typhimurium,"('MFDFERRIHVXMIY-UHFFFAOYSA-N', 'VFLDPWHFBUODDF-FCXRPNKRSA-N')"
procaine,acetylsalisylic acid,salmonella typhimurium 14028,0.0721,,,MFDFERRIHVXMIY-UHFFFAOYSA-N,BSYNRYMUTXBXSQ-UHFFFAOYSA-N,salmonella typhimurium,"('BSYNRYMUTXBXSQ-UHFFFAOYSA-N', 'MFDFERRIHVXMIY-UHFFFAOYSA-N')"
procaine,ciclopirox,salmonella typhimurium 14028,-0.1165,,,MFDFERRIHVXMIY-UHFFFAOYSA-N,SCKYRAXSEDYPSA-UHFFFAOYSA-N,salmonella typhimurium,"('MFDFERRIHVXMIY-UHFFFAOYSA-N', 'SCKYRAXSEDYPSA-UHFFFAOYSA-N')"
procaine,moxifloxacin,salmonella typhimurium 14028,-0.2402,,,MFDFERRIHVXMIY-UHFFFAOYSA-N,FABPRXSRWADJSP-MEDUHNTESA-N,salmonella typhimurium,"('FABPRXSRWADJSP-MEDUHNTESA-N', 'MFDFERRIHVXMIY-UHFFFAOYSA-N')"
vanillin,rifampicin,salmonella typhimurium 14028,-0.0405,,,MWOOGOJBHIARFG-UHFFFAOYSA-N,JQXXHWHPUNPDRT-WLSIYKJHSA-N,salmonella typhimurium,"('JQXXHWHPUNPDRT-WLSIYKJHSA-N', 'MWOOGOJBHIARFG-UHFFFAOYSA-N')"
vanillin,curcumin,salmonella typhimurium 14028,-0.1849,0.003743781,Synergy,MWOOGOJBHIARFG-UHFFFAOYSA-N,VFLDPWHFBUODDF-FCXRPNKRSA-N,salmonella typhimurium,"('MWOOGOJBHIARFG-UHFFFAOYSA-N', 'VFLDPWHFBUODDF-FCXRPNKRSA-N')"
vanillin,streptozotocin,salmonella typhimurium 14028,-0.0209,,,MWOOGOJBHIARFG-UHFFFAOYSA-N,ZSJLQEPLLKMAKR-GKHCUFPYSA-N,salmonella typhimurium,"('MWOOGOJBHIARFG-UHFFFAOYSA-N', 'ZSJLQEPLLKMAKR-GKHCUFPYSA-N')"
piperacillin,mecillinam,salmonella typhimurium 14028,-0.455,0.002167452,Synergy,IVBHGBMCVLDMKU-GXNBUGAJSA-N,BWWVAEOLVKTZFQ-NTZNESFSSA-N,salmonella typhimurium,"('BWWVAEOLVKTZFQ-NTZNESFSSA-N', 'IVBHGBMCVLDMKU-GXNBUGAJSA-N')"
nitrofurantoin,streptozotocin,salmonella typhimurium 14028,-0.0944,,,NXFQHRVNIOXGAQ-YCRREMRBSA-N,ZSJLQEPLLKMAKR-GKHCUFPYSA-N,salmonella typhimurium,"('NXFQHRVNIOXGAQ-YCRREMRBSA-N', 'ZSJLQEPLLKMAKR-GKHCUFPYSA-N')"
chlorhexidine,rifampicin,salmonella typhimurium 14028,-0.7208,0.008869882,Synergy,GHXZTYHSJHQHIJ-UHFFFAOYSA-N,JQXXHWHPUNPDRT-WLSIYKJHSA-N,salmonella typhimurium,"('GHXZTYHSJHQHIJ-UHFFFAOYSA-N', 'JQXXHWHPUNPDRT-WLSIYKJHSA-N')"
egcg,rifampicin,salmonella typhimurium 14028,0.0817,,,WMBWREPUVVBILR-WIYYLYMNSA-N,JQXXHWHPUNPDRT-WLSIYKJHSA-N,salmonella typhimurium,"('JQXXHWHPUNPDRT-WLSIYKJHSA-N', 'WMBWREPUVVBILR-WIYYLYMNSA-N')"
egcg,acetylsalisylic acid,salmonella typhimurium 14028,-0.0725,,,WMBWREPUVVBILR-WIYYLYMNSA-N,BSYNRYMUTXBXSQ-UHFFFAOYSA-N,salmonella typhimurium,"('BSYNRYMUTXBXSQ-UHFFFAOYSA-N', 'WMBWREPUVVBILR-WIYYLYMNSA-N')"
rifampicin,doxorubicin,salmonella typhimurium 14028,-0.0455,,,JQXXHWHPUNPDRT-WLSIYKJHSA-N,AOJJSUZBOXZQNB-TZSSRYMLSA-N,salmonella typhimurium,"('AOJJSUZBOXZQNB-TZSSRYMLSA-N', 'JQXXHWHPUNPDRT-WLSIYKJHSA-N')"
rifampicin,streptozotocin,salmonella typhimurium 14028,-0.5222,0.002167452,Synergy,JQXXHWHPUNPDRT-WLSIYKJHSA-N,ZSJLQEPLLKMAKR-GKHCUFPYSA-N,salmonella typhimurium,"('JQXXHWHPUNPDRT-WLSIYKJHSA-N', 'ZSJLQEPLLKMAKR-GKHCUFPYSA-N')"
aztreonam,streptozotocin,salmonella typhimurium 14028,-0.0369,,,WZPBZJONDBGPKJ-VEHQQRBSSA-N,ZSJLQEPLLKMAKR-GKHCUFPYSA-N,salmonella typhimurium,"('WZPBZJONDBGPKJ-VEHQQRBSSA-N', 'ZSJLQEPLLKMAKR-GKHCUFPYSA-N')"
fosfomycin,cefaclor,salmonella typhimurium 14028,-0.0392,,,YMDXZJFXQJVXBF-STHAYSLISA-N,QYIYFLOTGYLRGG-GPCCPHFNSA-N,salmonella typhimurium,"('QYIYFLOTGYLRGG-GPCCPHFNSA-N', 'YMDXZJFXQJVXBF-STHAYSLISA-N')"
bacitracin,aztreonam,salmonella typhimurium 14028,0.1023,,,CLKOFPXJLQSYAH-ABRJDSQDSA-N,WZPBZJONDBGPKJ-VEHQQRBSSA-N,salmonella typhimurium,"('CLKOFPXJLQSYAH-ABRJDSQDSA-N', 'WZPBZJONDBGPKJ-VEHQQRBSSA-N')"
cefotaxime,chir-90,salmonella typhimurium 14028,-0.0655,,,GPRBEKHLDVQUJE-QSWIMTSFSA-N,FQYBTYFKOHPWQT-VGSWGCGISA-N,salmonella typhimurium,"('FQYBTYFKOHPWQT-VGSWGCGISA-N', 'GPRBEKHLDVQUJE-QSWIMTSFSA-N')"
cefaclor,imipenem,salmonella typhimurium 14028,-0.3318,0.041477867,Synergy,QYIYFLOTGYLRGG-GPCCPHFNSA-N,ZSKVGTPCRGIANV-ZXFLCMHBSA-N,salmonella typhimurium,"('QYIYFLOTGYLRGG-GPCCPHFNSA-N', 'ZSKVGTPCRGIANV-ZXFLCMHBSA-N')"
mecillinam,aztreonam,salmonella typhimurium 14028,-0.4322,0.001836122,Synergy,BWWVAEOLVKTZFQ-NTZNESFSSA-N,WZPBZJONDBGPKJ-VEHQQRBSSA-N,salmonella typhimurium,"('BWWVAEOLVKTZFQ-NTZNESFSSA-N', 'WZPBZJONDBGPKJ-VEHQQRBSSA-N')"
mecillinam,penicillin g,salmonella typhimurium 14028,-0.2485,0.005087138,Synergy,BWWVAEOLVKTZFQ-NTZNESFSSA-N,JGSARLDLIJGVTE-MBNYWOFBSA-N,salmonella typhimurium,"('BWWVAEOLVKTZFQ-NTZNESFSSA-N', 'JGSARLDLIJGVTE-MBNYWOFBSA-N')"
doxorubicin,moxifloxacin,salmonella typhimurium 14028,0.0359,,,AOJJSUZBOXZQNB-TZSSRYMLSA-N,FABPRXSRWADJSP-MEDUHNTESA-N,salmonella typhimurium,"('AOJJSUZBOXZQNB-TZSSRYMLSA-N', 'FABPRXSRWADJSP-MEDUHNTESA-N')"
amoxicillin,mitomycin c,salmonella typhimurium 14028,0.1319,0.005087138,Antagonism,LSQZJLSUYDQPKJ-NJBDSQKTSA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,salmonella typhimurium,"('LSQZJLSUYDQPKJ-NJBDSQKTSA-N', 'NWIBSHFKIJFRCO-WUDYKRTCSA-N')"
chloramphenicol,levofloxacin,salmonella typhimurium 14028,0.1347,,,WIIZWVCIJKGZOK-RKDXNWHRSA-N,GSDSWSVVBLHKDQ-JTQLQIEISA-N,salmonella typhimurium,"('GSDSWSVVBLHKDQ-JTQLQIEISA-N', 'WIIZWVCIJKGZOK-RKDXNWHRSA-N')"
chloramphenicol,clarithromycin,salmonella typhimurium 14028,0.0932,,,WIIZWVCIJKGZOK-RKDXNWHRSA-N,AGOYDEPGAOXOCK-KCBOHYOISA-N,salmonella typhimurium,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'WIIZWVCIJKGZOK-RKDXNWHRSA-N')"
chloramphenicol,moxifloxacin,salmonella typhimurium 14028,0.2721,0.002167452,Antagonism,WIIZWVCIJKGZOK-RKDXNWHRSA-N,FABPRXSRWADJSP-MEDUHNTESA-N,salmonella typhimurium,"('FABPRXSRWADJSP-MEDUHNTESA-N', 'WIIZWVCIJKGZOK-RKDXNWHRSA-N')"
ciprofloxacin,clarithromycin,salmonella typhimurium 14028,0.0794,,,MYSWGUAQZAJSOK-UHFFFAOYSA-N,AGOYDEPGAOXOCK-KCBOHYOISA-N,salmonella typhimurium,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'MYSWGUAQZAJSOK-UHFFFAOYSA-N')"
spectinomycin,egcg,salmonella typhimurium 14028,0.0943,,,UNFWWIHTNXNPBV-WXKVUWSESA-N,WMBWREPUVVBILR-WIYYLYMNSA-N,salmonella typhimurium,"('UNFWWIHTNXNPBV-WXKVUWSESA-N', 'WMBWREPUVVBILR-WIYYLYMNSA-N')"
spectinomycin,puromycin,salmonella typhimurium 14028,0.0596,,,UNFWWIHTNXNPBV-WXKVUWSESA-N,RXWNCPJZOCPEPQ-NVWDDTSBSA-N,salmonella typhimurium,"('RXWNCPJZOCPEPQ-NVWDDTSBSA-N', 'UNFWWIHTNXNPBV-WXKVUWSESA-N')"
