Drug 1,Drug 2,E. coli BW25113,E. coli iAi1,ST LT2,ST 14028,PAO1,PA14,p-value E. coli BW25113,p-value E. coli iAi1,p-value ST LT2,p-value ST 14028,p-value PAO1,p-value PA14,interaction E. coli BW25113,interaction E. coli iAi1,interaction ST LT2,interaction ST14028,interaction PAO1,interaction PA14
Ciprofloxacin,Nitrofurantoin,NA,NA,0.193313368,0.35386762,-0.110417182,0.156316752,NA,NA,0.007012286,0.020149644,0.002089943,NA,NA,NA,Antagonism,Antagonism,Synergy,NA
Imipenem,Meropenem,NA,NA,-0.150327204,-0.449210376,0.151168812,0.0144448,NA,NA,NA,0.026627458,0.010585647,NA,NA,NA,NA,Synergy,Antagonism,NA
Paraquat,Clarithromycin,NA,NA,0.114686405,0.15270492,-0.110965655,-0.030939065,NA,NA,NA,0.002167452,0.002089943,NA,NA,NA,NA,Antagonism,Synergy,NA
Imipenem,Colistin,NA,NA,-0.041460701,0.66034671,0.067116859,-0.290748383,NA,NA,NA,0.048540507,NA,0.0053833,NA,NA,NA,Antagonism,NA,Synergy
Procaine,Pseudomonic acid,-0.146223318,-0.177591455,-0.135545925,-0.09265224,NA,NA,0.001666307,0.001463305,0.001768535,NA,NA,NA,Synergy,Synergy,Synergy,NA,NA,NA
Pseudomonic acid,Colistin,-0.790042363,-0.704183625,-0.745485741,-0.896386162,NA,NA,0.001666307,0.001463305,0.001768535,0.003743781,NA,NA,Synergy,Synergy,Synergy,Synergy,NA,NA
Ciprofloxacin,PMS,0.541462974,0.220333168,0.408868629,0.243432814,NA,NA,0.001666307,0.006382388,0.001768535,0.006370634,NA,NA,Antagonism,Antagonism,Antagonism,Antagonism,NA,NA
Doxycycline,PMS,0.252742961,0.293039457,0.150770458,0.261454894,NA,NA,0.001666307,0.001463305,0.001768535,0.002167452,NA,NA,Antagonism,Antagonism,Antagonism,Antagonism,NA,NA
Doxycycline,Pyocyanin,0.275137383,0.208282507,0.170699554,0.262655945,NA,NA,0.001666307,0.002551072,0.001768535,0.002167452,NA,NA,Antagonism,Antagonism,Antagonism,Antagonism,NA,NA
PMS,Bleomycin,0.363571305,0.195286352,0.141141189,0.10115396,NA,NA,0.001666307,0.022104347,0.001768535,NA,NA,NA,Antagonism,Antagonism,Antagonism,NA,NA,NA
PMS,Mitomycin C,0.172298374,0.262952825,0.228206618,-0.084702911,NA,NA,0.001666307,0.001463305,0.001768535,NA,NA,NA,Antagonism,Antagonism,Antagonism,NA,NA,NA
PMS,CHIR-90,0.791652352,0.391606864,0.944941093,0.344934874,NA,NA,0.001666307,0.001463305,0.003167815,NA,NA,NA,Antagonism,Antagonism,Antagonism,NA,NA,NA
PMS,Phleomycin,0.331251178,0.238387077,0.559258358,0.10435506,NA,NA,0.001666307,0.004486711,0.001768535,NA,NA,NA,Antagonism,Antagonism,Antagonism,NA,NA,NA
Trimethoprim,Pyocyanin,0.240271518,0.214403773,0.142287453,0.260150323,NA,NA,0.001666307,0.001463305,0.001768535,0.002167452,NA,NA,Antagonism,Antagonism,Antagonism,Antagonism,NA,NA
Levofloxacin,Pyocyanin,0.563112659,0.275405521,0.71722331,0.702790496,NA,NA,0.001666307,0.001463305,0.001768535,0.002167452,NA,NA,Antagonism,Antagonism,Antagonism,Antagonism,NA,NA
Aztreonam,Pyocyanin,0.330499955,0.179767725,0.666051707,0.87233657,NA,NA,0.001666307,0.003544318,0.001768535,0.002167452,NA,NA,Antagonism,Antagonism,Antagonism,Antagonism,NA,NA
Puromycin,Pyocyanin,0.179640903,0.204295179,0.117691444,0.136509001,NA,NA,0.001666307,0.001463305,0.001768535,0.002167452,NA,NA,Antagonism,Antagonism,Antagonism,Antagonism,NA,NA
Pyocyanin,Mitomycin C,0.117654207,0.283606391,0.435399934,0.11404658,NA,NA,0.047029134,0.001463305,0.001768535,0.002167452,NA,NA,Antagonism,Antagonism,Antagonism,Antagonism,NA,NA
Pyocyanin,Phleomycin,0.469031348,0.277035909,0.459757956,0.05102266,NA,NA,0.001666307,0.001463305,0.001768535,NA,NA,NA,Antagonism,Antagonism,Antagonism,NA,NA,NA
Pyocyanin,Moxifloxacin,0.583225729,0.302579677,0.249970258,0.883949041,NA,NA,0.020410459,0.002551072,0.001768535,0.002167452,NA,NA,Antagonism,Antagonism,Antagonism,Antagonism,NA,NA
PMS,Moxifloxacin,0.710437244,0.413836536,0.262621935,0.723689602,NA,NA,0.004098642,0.001463305,0.046087441,0.002167452,NA,NA,Antagonism,Antagonism,Antagonism,Antagonism,NA,NA
PMS,Gentamicin,0.442318343,0.216355995,0.397133467,0.04837887,NA,NA,0.001666307,0.017498889,0.001661372,NA,NA,NA,Antagonism,Antagonism,Antagonism,NA,NA,NA
Novobiocin,PMS,0.203533865,0.42349703,-0.048271041,0.362210086,NA,NA,0.004098642,0.001463305,NA,0.002167452,NA,NA,Antagonism,Antagonism,NA,Antagonism,NA,NA
PMS,Vanillin,-0.039735678,0.284970635,-0.12399771,-0.090759368,NA,NA,NA,0.001463305,0.020504644,NA,NA,NA,NA,Antagonism,Synergy,NA,NA,NA
PMS,Nitrofurantoin,0.082306834,-0.248169001,-0.223883107,-0.099605642,NA,NA,NA,0.017498889,0.001768535,NA,NA,NA,NA,Synergy,Synergy,NA,NA,NA
PMS,Rifampicin,-0.384524057,0.087166657,-0.23197433,-0.083411468,NA,NA,0.001666307,NA,0.001768535,NA,NA,NA,Synergy,NA,Synergy,NA,NA,NA
Procaine,Pyocyanin,-0.34965418,0.067230908,-0.147483336,-0.164487734,NA,NA,0.001666307,NA,0.001768535,0.002167452,NA,NA,Synergy,NA,Synergy,Synergy,NA,NA
PMS,Mecillinam,0.233594979,-0.078406151,-0.305977439,0.2407552,NA,NA,0.001666307,NA,0.024951048,0.006370634,NA,NA,Antagonism,NA,Synergy,Antagonism,NA,NA
Chloramphenicol,PMS,0.158297147,-0.145853101,0.101349754,0.188369322,NA,NA,0.014367611,NA,0.007031004,0.002167452,NA,NA,Antagonism,NA,Antagonism,Antagonism,NA,NA
Doxycycline,Pseudomonic acid,0.118043726,-0.049102683,0.109883718,0.053387752,NA,NA,0.002956627,NA,0.001768535,NA,NA,NA,Antagonism,NA,Antagonism,NA,NA,NA
Pseudomonic acid,CHIR-90,0,-0.208146425,-0.094738892,-0.227973914,NA,NA,NA,0.002551072,NA,0.003743781,NA,NA,NA,Synergy,NA,Synergy,NA,NA
Chloramphenicol,Pyocyanin,0.147904303,-0.130480294,0.134494124,0.213516374,NA,NA,0.002956627,NA,NA,0.002167452,NA,NA,Antagonism,NA,NA,Antagonism,NA,NA
Clindamycin,Pyocyanin,0.139754264,0.053287879,0.057989674,0.137267234,NA,NA,0.019667663,NA,NA,0.002167452,NA,NA,Antagonism,NA,NA,Antagonism,NA,NA
PMS,Clindamycin,0.149408803,-0.087353797,0.051136367,0.131256084,NA,NA,0.006321736,NA,NA,0.019799,NA,NA,Antagonism,NA,NA,Antagonism,NA,NA
PMS,EGCG,-0.115613196,0.115484903,-0.166296629,-0.163871843,NA,NA,0.035085636,NA,0.001768535,0.002167452,NA,NA,Synergy,NA,Synergy,Synergy,NA,NA
Amikacin,Pyocyanin,0.33001429,-0.048662705,0.243202887,-0.087233521,NA,NA,0.001666307,NA,0.001768535,NA,NA,NA,Antagonism,NA,Antagonism,NA,NA,NA
Tobramycin,Pyocyanin,0.148362106,0.055511412,0.556755997,-0.067472589,NA,NA,0.011439332,NA,0.001768535,NA,NA,NA,Antagonism,NA,Antagonism,NA,NA,NA
Clarithromycin,Pyocyanin,0.211624684,-0.160723942,0.129933619,0.119395403,NA,NA,0.001666307,NA,0.035364122,0.002167452,NA,NA,Antagonism,NA,Antagonism,Antagonism,NA,NA
Amikacin,PMS,0.4877713,0.048965131,0.319967663,-0.111980891,NA,NA,0.001666307,NA,0.001661372,0.002167452,NA,NA,Antagonism,NA,Antagonism,Synergy,NA,NA
Pyocyanin,Azithromycin,0.219303668,-0.252566403,-0.09704346,0.238560682,NA,NA,0.007360115,0.021287717,NA,0.002167452,NA,NA,Antagonism,Synergy,NA,Antagonism,NA,NA
PMS,Paraquat,-0.072407164,-0.17494233,-0.118379826,-0.157173613,NA,NA,NA,0.001463305,0.004600072,0.003743781,NA,NA,NA,Synergy,Synergy,Synergy,NA,NA
PMS,Procaine,-0.227744829,-0.07541385,-0.171677651,-0.167014051,NA,NA,0.001666307,NA,0.001768535,0.002167452,NA,NA,Synergy,NA,Synergy,Synergy,NA,NA
PMS,Imipenem,-0.103653537,-0.259851536,-0.55554274,-0.35040392,NA,NA,NA,0.001463305,0.001768535,0.001836122,NA,NA,NA,Synergy,Synergy,Synergy,NA,NA
PMS,Acetylsalisylic acid,-0.400693122,-0.072177673,-0.200263566,-0.121238578,NA,NA,0.001666307,NA,0.001768535,NA,NA,NA,Synergy,NA,Synergy,NA,NA,NA
Nitrofurantoin,Pyocyanin,-0.099220837,-0.208920795,-0.587938804,-0.075902613,NA,NA,NA,0.03445807,0.001768535,NA,NA,NA,NA,Synergy,Synergy,NA,NA,NA
Pyocyanin,Acetylsalisylic acid,-0.382059375,-0.150434271,-0.26165038,-0.183557307,NA,NA,0.001666307,NA,0.001768535,NA,NA,NA,Synergy,NA,Synergy,NA,NA,NA
Ciprofloxacin,Pyocyanin,0.457249522,0.220741151,0.400554322,0.338944799,NA,NA,0.001666307,NA,0.001768535,0.014283707,NA,NA,Antagonism,NA,Antagonism,Antagonism,NA,NA
PMS,Levofloxacin,0.539635642,0.183011488,0.720324533,0.689715084,NA,NA,0.001666307,NA,0.001768535,0.002167452,NA,NA,Antagonism,NA,Antagonism,Antagonism,NA,NA
PMS,Aztreonam,0.365079701,0.095798197,0.444307171,0.638345854,NA,NA,0.001666307,NA,0.001768535,0.002167452,NA,NA,Antagonism,NA,Antagonism,Antagonism,NA,NA
Pyocyanin,Bleomycin,0.269299195,0.162800704,0.128523626,0.071213715,NA,NA,0.001666307,NA,0.001768535,NA,NA,NA,Antagonism,NA,Antagonism,NA,NA,NA
Pyocyanin,CHIR-90,0.506312514,0.244968832,0.96909176,0.5529035,NA,NA,0.001666307,NA,0.001768535,0.006857379,NA,NA,Antagonism,NA,Antagonism,Antagonism,NA,NA
Pyocyanin,Gentamicin,0.462414799,0.093955583,0.510467212,-0.050529,NA,NA,0.001666307,NA,0.001768535,NA,NA,NA,Antagonism,NA,Antagonism,NA,NA,NA
Novobiocin,Pyocyanin,0.120793203,0.271557832,0.07309341,0.48604297,NA,NA,NA,0.001463305,NA,0.002167452,NA,NA,NA,Antagonism,NA,Antagonism,NA,NA
PMS,Clarithromycin,0.259882796,0.140723369,0.160643755,0.232932734,NA,NA,0.001666307,NA,NA,0.002167452,NA,NA,Antagonism,NA,NA,Antagonism,NA,NA
PMS,Azithromycin,0.22377781,0.1181755,0.088771047,0.191466152,NA,NA,0.001666307,NA,NA,0.002167452,NA,NA,Antagonism,NA,NA,Antagonism,NA,NA
Mecillinam,Pyocyanin,0.292178014,0.101422111,-0.025944825,0.261294729,NA,NA,0.001666307,NA,NA,0.002167452,NA,NA,Antagonism,NA,NA,Antagonism,NA,NA
Cycloserine D,PMS,NA,NA,-0.101938556,-0.12046482,NA,NA,NA,NA,0.036166863,0.020765296,NA,NA,NA,NA,Synergy,Synergy,NA,NA
Polymyxin B,Pseudomonic acid,NA,NA,-0.226709075,-0.286366764,NA,NA,NA,NA,0.009429431,NA,NA,NA,NA,NA,Synergy,NA,NA,NA
PMS,Pyocyanin,NA,NA,-0.659608447,-0.071822347,NA,NA,NA,NA,0.001768535,NA,NA,NA,NA,NA,Synergy,NA,NA,NA
PMS,Curcumin,NA,NA,-0.158863357,-0.056362063,NA,NA,NA,NA,0.022355724,NA,NA,NA,NA,NA,Synergy,NA,NA,NA
PMS,Streptozotocin,NA,NA,-0.394685059,-0.155731165,NA,NA,NA,NA,0.001768535,0.005087138,NA,NA,NA,NA,Synergy,Synergy,NA,NA
Benzalkonium,Pyocyanin,NA,NA,-0.136808751,-0.073350874,NA,NA,NA,NA,0.027345882,NA,NA,NA,NA,NA,Synergy,NA,NA,NA
Vanillin,Pseudomonic acid,NA,NA,-0.146422833,-0.04954953,NA,NA,NA,NA,0.003167815,NA,NA,NA,NA,NA,Synergy,NA,NA,NA
Verapamil,Pseudomonic acid,NA,NA,-0.151194998,-0.095102748,NA,NA,NA,NA,0.001768535,NA,NA,NA,NA,NA,Synergy,NA,NA,NA
Loperamide,Pseudomonic acid,NA,NA,-0.116993669,0.064066311,NA,NA,NA,NA,0.031666152,NA,NA,NA,NA,NA,Synergy,NA,NA,NA
Chlorhexidine,Pyocyanin,NA,NA,-0.597063375,-0.358612016,NA,NA,NA,NA,0.001768535,0.011087353,NA,NA,NA,NA,Synergy,Synergy,NA,NA
EGCG,Pyocyanin,NA,NA,-0.134280917,-0.085707571,NA,NA,NA,NA,0.003167815,NA,NA,NA,NA,NA,Synergy,NA,NA,NA
Pyocyanin,Imipenem,NA,NA,-0.495097333,-0.373256925,NA,NA,NA,NA,0.003167815,0.002167452,NA,NA,NA,NA,Synergy,Synergy,NA,NA
Pyocyanin,Curcumin,NA,NA,-0.232300517,-0.117419851,NA,NA,NA,NA,0.003167815,NA,NA,NA,NA,NA,Synergy,NA,NA,NA
Pyocyanin,Berberine,NA,NA,-0.14511982,-0.026895396,NA,NA,NA,NA,0.030167913,NA,NA,NA,NA,NA,Synergy,NA,NA,NA
Pyocyanin,Diclofenac,NA,NA,-0.148711751,-0.103665823,NA,NA,NA,NA,0.037093717,NA,NA,NA,NA,NA,Synergy,NA,NA,NA
Pseudomonic acid,Curcumin,NA,NA,-0.140816248,0.084362986,NA,NA,NA,NA,0.038505536,NA,NA,NA,NA,NA,Synergy,NA,NA,NA
Pseudomonic acid,Berberine,NA,NA,-0.302997844,-0.1584234,NA,NA,NA,NA,0.001768535,0.04380092,NA,NA,NA,NA,Synergy,Synergy,NA,NA
Pseudomonic acid,Acetylsalisylic acid,NA,NA,-0.263995886,-0.111573378,NA,NA,NA,NA,0.001768535,NA,NA,NA,NA,NA,Synergy,NA,NA,NA
PMS,Meropenem,NA,NA,-0.764146426,-0.551977092,NA,NA,NA,NA,0.02419798,0.006370634,NA,NA,NA,NA,Synergy,Synergy,NA,NA
Pyocyanin,Meropenem,NA,NA,-0.743772285,-0.550958629,NA,NA,NA,NA,0.020153129,0.001836122,NA,NA,NA,NA,Synergy,Synergy,NA,NA
Spectinomycin,Pseudomonic acid,NA,NA,0.1206861,0.081329109,NA,NA,NA,NA,0.001768535,NA,NA,NA,NA,NA,Antagonism,NA,NA,NA
PMS,Piperacillin,NA,NA,0.209856558,0.125141565,NA,NA,NA,NA,0.001768535,0.024608515,NA,NA,NA,NA,Antagonism,Antagonism,NA,NA
PMS,Penicillin G,NA,NA,0.246366223,0.119279295,NA,NA,NA,NA,0.001768535,0.011087353,NA,NA,NA,NA,Antagonism,Antagonism,NA,NA
Piperacillin,Pyocyanin,NA,NA,0.124650368,0.137330712,NA,NA,NA,NA,0.001768535,0.002167452,NA,NA,NA,NA,Antagonism,Antagonism,NA,NA
Penicillin G,Pyocyanin,NA,NA,0.237829834,0.097850391,NA,NA,NA,NA,0.001768535,NA,NA,NA,NA,NA,Antagonism,NA,NA,NA
Pyocyanin,Pseudomonic acid,NA,NA,0.107661667,0.035744239,NA,NA,NA,NA,0.004600072,NA,NA,NA,NA,NA,Antagonism,NA,NA,NA
Pseudomonic acid,Streptozotocin,NA,NA,0.17974369,0.087872476,NA,NA,NA,NA,0.001768535,NA,NA,NA,NA,NA,Antagonism,NA,NA,NA
PMS,Reserpine,NA,NA,0.101856567,-0.111332389,NA,NA,NA,NA,NA,0.016436514,NA,NA,NA,NA,NA,Synergy,NA,NA
CCCP,Pseudomonic acid,NA,NA,-0.124119603,-0.117727658,NA,NA,NA,NA,NA,0.014283707,NA,NA,NA,NA,NA,Synergy,NA,NA
Chlorhexidine,Pseudomonic acid,NA,NA,-0.292730219,-0.639009865,NA,NA,NA,NA,NA,0.022632861,NA,NA,NA,NA,NA,Synergy,NA,NA
Pyocyanin,Streptozotocin,NA,NA,-0.135302352,-0.152689031,NA,NA,NA,NA,NA,0.006370634,NA,NA,NA,NA,NA,Synergy,NA,NA
Erythromycin,Pyocyanin,NA,NA,-0.065354354,0.157442201,NA,NA,NA,NA,NA,0.002167452,NA,NA,NA,NA,NA,Antagonism,NA,NA
Amoxicillin,PMS,NA,NA,-0.0652952,0.143277932,NA,NA,NA,NA,NA,0.03720128,NA,NA,NA,NA,NA,Antagonism,NA,NA
PMS,Minocycline,NA,NA,0.050246644,0.161898485,NA,NA,NA,NA,NA,0.027521355,NA,NA,NA,NA,NA,Antagonism,NA,NA
CCCP,Pyocyanin,NA,NA,0.048131819,0.16784518,NA,NA,NA,NA,NA,0.003321543,NA,NA,NA,NA,NA,Antagonism,NA,NA
Cefsulodin,Pyocyanin,-0.163788102,-0.060202062,NA,NA,NA,NA,0.042606117,NA,NA,NA,NA,NA,Synergy,NA,NA,NA,NA,NA
Amoxicillin,Pyocyanin,0.14456515,-0.068684335,NA,NA,NA,NA,0.001666307,NA,NA,NA,NA,NA,Antagonism,NA,NA,NA,NA,NA
Spectinomycin,Pyocyanin,0.208769794,0.141428347,NA,NA,NA,NA,0.001666307,NA,NA,NA,NA,NA,Antagonism,NA,NA,NA,NA,NA
Cefotaxime,PMS,0.174706912,-0.102353498,NA,NA,NA,NA,0.001666307,NA,NA,NA,NA,NA,Antagonism,NA,NA,NA,NA,NA
Cefotaxime,Pyocyanin,0.10931894,0.087686071,NA,NA,NA,NA,0.023345905,NA,NA,NA,NA,NA,Antagonism,NA,NA,NA,NA,NA
PMS,Trimethoprim,0.2032538,0.093370376,NA,NA,NA,NA,0.001666307,NA,NA,NA,NA,NA,Antagonism,NA,NA,NA,NA,NA
PMS,A22,0.26925385,-0.071713209,NA,NA,NA,NA,0.001666307,NA,NA,NA,NA,NA,Antagonism,NA,NA,NA,NA,NA
PMS,Puromycin,0.150570495,0.256260335,NA,NA,NA,NA,0.001666307,0.048435807,NA,NA,NA,NA,Antagonism,Antagonism,NA,NA,NA,NA
PMS,Pseudomonic acid,0.170765547,0.101442162,NA,NA,NA,NA,0.002956627,NA,NA,NA,NA,NA,Antagonism,NA,NA,NA,NA,NA
PMS,Berberine,0.165927426,0.163369128,NA,NA,NA,NA,0.006321736,0.003544318,NA,NA,NA,NA,Antagonism,Antagonism,NA,NA,NA,NA
A22,Pyocyanin,0.283219217,-0.082868074,NA,NA,NA,NA,0.001666307,NA,NA,NA,NA,NA,Antagonism,NA,NA,NA,NA,NA
PMS,Erythromycin,0.158747002,0.06376738,NA,NA,NA,NA,0.029969486,NA,NA,NA,NA,NA,Antagonism,NA,NA,NA,NA,NA
Pseudomonic acid,Imipenem,0.156079016,0.089853394,NA,NA,NA,NA,0.026912988,NA,NA,NA,NA,NA,Antagonism,NA,NA,NA,NA,NA
PMS,Cefaclor,0.107608062,-0.314295614,NA,NA,NA,NA,NA,0.001463305,NA,NA,NA,NA,NA,Synergy,NA,NA,NA,NA
PMS,CCCP,-0.098407921,-0.18052686,NA,NA,NA,NA,NA,0.010822467,NA,NA,NA,NA,NA,Synergy,NA,NA,NA,NA
PMS,Theophylline,-0.076495715,-0.152940473,NA,NA,NA,NA,NA,0.003544318,NA,NA,NA,NA,NA,Synergy,NA,NA,NA,NA
PMS,Doxorubicin,0.053333878,-0.139951644,NA,NA,NA,NA,NA,0.007206779,NA,NA,NA,NA,NA,Synergy,NA,NA,NA,NA
Cefaclor,Pyocyanin,0.081738091,-0.204751419,NA,NA,NA,NA,NA,0.001463305,NA,NA,NA,NA,NA,Synergy,NA,NA,NA,NA
Clofazimine,Pyocyanin,-0.113737614,-0.158702854,NA,NA,NA,NA,NA,0.004486711,NA,NA,NA,NA,NA,Synergy,NA,NA,NA,NA
Reserpine,Pseudomonic acid,-0.07543075,-0.10339034,NA,NA,NA,NA,NA,0.045390765,NA,NA,NA,NA,NA,Synergy,NA,NA,NA,NA
Spectinomycin,PMS,0.137359971,0.20032793,NA,NA,NA,NA,NA,0.001463305,NA,NA,NA,NA,NA,Antagonism,NA,NA,NA,NA
Fosfomycin,Pyocyanin,0.110023548,0.198769799,NA,NA,NA,NA,NA,0.001463305,NA,NA,NA,NA,NA,Antagonism,NA,NA,NA,NA
Fosfomycin,Pseudomonic acid,0.100168392,0.194430462,NA,NA,NA,NA,NA,0.001463305,NA,NA,NA,NA,NA,Antagonism,NA,NA,NA,NA
Novobiocin,Pseudomonic acid,0.108841043,0.101462345,NA,NA,NA,NA,NA,0.024533717,NA,NA,NA,NA,NA,Antagonism,NA,NA,NA,NA
Vanillin,Pyocyanin,-0.085845866,0.181689802,NA,NA,NA,NA,NA,0.001463305,NA,NA,NA,NA,NA,Antagonism,NA,NA,NA,NA
Pseudomonic acid,Metformin,0.058464663,0.106973257,NA,NA,NA,NA,NA,0.047128802,NA,NA,NA,NA,NA,Antagonism,NA,NA,NA,NA
PMS,Cefsulodin,-0.12815595,-0.19460392,NA,NA,NA,NA,0.044762604,0.022260322,NA,NA,NA,NA,Synergy,Synergy,NA,NA,NA,NA
Nitrofurantoin,Minocycline,NA,NA,NA,NA,-0.323764233,0.249910981,NA,NA,NA,NA,0.030505123,0.016109338,NA,NA,NA,NA,Synergy,Antagonism
Flucytosine,Mitomycin C,NA,NA,NA,NA,-0.123808712,-0.126389226,NA,NA,NA,NA,0.002089943,0.046282214,NA,NA,NA,NA,Synergy,Synergy
Vanillin,Minocycline,NA,NA,NA,NA,-0.220951475,0.205651553,NA,NA,NA,NA,0.02470605,0.028849403,NA,NA,NA,NA,Synergy,Antagonism
Colistin,Phenformin,NA,NA,NA,NA,-0.205541357,-0.451506875,NA,NA,NA,NA,0.046090722,0.002994083,NA,NA,NA,NA,Synergy,Synergy
Amikacin,Flucytosine,NA,NA,NA,NA,0.116152709,0.099986496,NA,NA,NA,NA,0.002089943,NA,NA,NA,NA,NA,Antagonism,NA
Cefotaxime,Flucytosine,NA,NA,NA,NA,0.200263857,-0.052092602,NA,NA,NA,NA,0.002089943,NA,NA,NA,NA,NA,Antagonism,NA
Piperacillin,Flucytosine,NA,NA,NA,NA,0.239363487,0.715921636,NA,NA,NA,NA,0.002089943,0.002389296,NA,NA,NA,NA,Antagonism,Antagonism
Nitrofurantoin,Flucytosine,NA,NA,NA,NA,0.113724188,-0.040457691,NA,NA,NA,NA,0.002089943,NA,NA,NA,NA,NA,Antagonism,NA
Tobramycin,Flucytosine,NA,NA,NA,NA,0.127791394,0.503576268,NA,NA,NA,NA,0.003779074,0.002389296,NA,NA,NA,NA,Antagonism,Antagonism
Chlorhexidine,Flucytosine,NA,NA,NA,NA,0.13260741,0.397192707,NA,NA,NA,NA,0.006607722,0.005455207,NA,NA,NA,NA,Antagonism,Antagonism
Flucytosine,Aztreonam,NA,NA,NA,NA,0.182824755,0.086805786,NA,NA,NA,NA,0.002089943,NA,NA,NA,NA,NA,Antagonism,NA
Flucytosine,Colistin,NA,NA,NA,NA,0.108979668,-0.016479497,NA,NA,NA,NA,0.037448744,NA,NA,NA,NA,NA,Antagonism,NA
Flucytosine,Curcumin,NA,NA,NA,NA,0.173419158,0.050383794,NA,NA,NA,NA,0.01342082,NA,NA,NA,NA,NA,Antagonism,NA
Aztreonam,Imipenem,NA,NA,NA,NA,0.41449373,-0.238567665,NA,NA,NA,NA,0.002089943,0.002994083,NA,NA,NA,NA,Antagonism,Synergy
Meropenem,Ciclopirox,NA,NA,NA,NA,0.136778717,0.267188824,NA,NA,NA,NA,0.005238084,NA,NA,NA,NA,NA,Antagonism,NA
Meropenem,Phleomycin,NA,NA,NA,NA,0.256214844,0.141619321,NA,NA,NA,NA,0.003779074,NA,NA,NA,NA,NA,Antagonism,NA
Colistin,Gentamicin,NA,NA,NA,NA,0.444398042,0.259194732,NA,NA,NA,NA,0.002089943,NA,NA,NA,NA,NA,Antagonism,NA
Flucytosine,Meropenem,NA,NA,NA,NA,0.118733254,0.022994622,NA,NA,NA,NA,0.006480244,NA,NA,NA,NA,NA,Antagonism,NA
Colistin,Ciclopirox,NA,NA,NA,NA,-0.114848802,-0.555848274,NA,NA,NA,NA,NA,0.048075089,NA,NA,NA,NA,NA,Synergy
Minocycline,Flucytosine,NA,NA,NA,NA,0.043982005,0.173827411,NA,NA,NA,NA,NA,0.030063019,NA,NA,NA,NA,NA,Antagonism
Polymyxin B,Flucytosine,NA,NA,NA,NA,0.050442623,0.453888141,NA,NA,NA,NA,NA,0.028019925,NA,NA,NA,NA,NA,Antagonism
