Combination	Bliss_interaction_score	p_adjusted	Strain	Type	Screen
Cotrimoxazole_Nitrofurantoin	-0.165975190308852	0.00724462437477182	B. subtilis	synergy	main_screen
Nitrofurantoin_Spectinomycin	-0.0551688354731543	0.998661868752883	B. subtilis	neutral	main_screen
Nitrofurantoin_Streptomycin	-0.0806705619442884	0.238295335085656	B. subtilis	neutral	main_screen
Nitrofurantoin_Streptozotocin	0.0584979865905036	0.998661868752883	B. subtilis	neutral	main_screen
Nitrofurantoin_Teicoplanin	-0.156513993798184	0.00150492197157096	B. subtilis	synergy	main_screen
Nitrofurantoin_Telithromycin	-0.128415575069826	0.0628402104439003	B. subtilis	neutral	main_screen
Nitrofurantoin_Tigecycline	0.177994459862644	0.0689791735112203	B. subtilis	neutral	main_screen
Nitrofurantoin_Trimethoprim	-0.181142367072254	0.00150492197157096	B. subtilis	synergy	main_screen
Nitrofurantoin_Triclosan	-0.039034069489225	0.998661868752883	B. subtilis	neutral	main_screen
Nitrofurantoin_Tedizolid	-0.0545867957593868	0.616680168717821	B. subtilis	neutral	main_screen
Nitrofurantoin_U1	0.0816572767333856	0.775476667449534	B. subtilis	neutral	main_screen
Nitrofurantoin_Vancomycin	0.0307691756422526	0.998661868752883	B. subtilis	neutral	main_screen
Nitrofurantoin_Virginiamycin M1	0.128613996559122	0.148776058066708	B. subtilis	neutral	main_screen
Nisin_Novobiocin	0.0749361592128635	0.998661868752883	B. subtilis	neutral	main_screen
Nisin_Oritavancin	-0.0211421654986074	0.998661868752883	B. subtilis	neutral	main_screen
Nisin_Oxacillin	0.0352890630107999	0.998661868752883	B. subtilis	neutral	main_screen
Nisin_PenicillinG	-0.0416519985413675	0.998661868752883	B. subtilis	neutral	main_screen
Nisin_Phleomycin	0.0344156776528761	0.998661868752883	B. subtilis	neutral	main_screen
Nisin_Paraquat	-0.0453601590504016	0.998661868752883	B. subtilis	neutral	main_screen
Nisin_Procaine	0.0340785737757082	0.998661868752883	B. subtilis	neutral	main_screen
Nisin_Pristinamycin	-0.0335866644024833	0.998661868752883	B. subtilis	neutral	main_screen
Nisin_Puromycin	-0.0337626148222862	0.998661868752883	B. subtilis	neutral	main_screen
Nisin_Pyocyanin	-0.0317595323457536	0.914484453616493	B. subtilis	neutral	main_screen
Nisin_Rifampicin	0.113686542198296	0.634058816340588	B. subtilis	neutral	main_screen
Nisin_Sulfamethoxazol	0.0600096893447932	0.998661868752883	B. subtilis	neutral	main_screen
Cotrimoxazole_Nisin	-0.183014737327384	0.388503391040206	B. subtilis	neutral	main_screen
Nisin_Spectinomycin	0.097624506963977	0.998661868752883	B. subtilis	neutral	main_screen
Nisin_Streptomycin	-0.0377302403430333	0.998661868752883	B. subtilis	neutral	main_screen
Nisin_Streptozotocin	0.164475275124926	0.0641917626419176	B. subtilis	neutral	main_screen
Nisin_Teicoplanin	-0.0869942916994159	0.409638485304012	B. subtilis	neutral	main_screen
Nisin_Telithromycin	0.0689796126184537	0.515308955995788	B. subtilis	neutral	main_screen
Nisin_Tigecycline	0.149485628130744	0.0631405723896475	B. subtilis	neutral	main_screen
Nisin_Trimethoprim	-0.0777572987449109	0.112925582441756	B. subtilis	neutral	main_screen
Nisin_Triclosan	0.0389750523446175	0.998661868752883	B. subtilis	neutral	main_screen
Nisin_Tedizolid	0.0520789350512873	0.998661868752883	B. subtilis	neutral	main_screen
Nisin_U1	0.0967478791426512	0.62823834477988	B. subtilis	neutral	main_screen
Nisin_Vancomycin	0.0912677100883657	0.520747925207481	B. subtilis	neutral	main_screen
Nisin_Virginiamycin M1	0.130460192388719	0.998661868752883	B. subtilis	neutral	main_screen
Novobiocin_Oritavancin	-0.0420993807955473	0.697672420257974	B. subtilis	neutral	main_screen
Novobiocin_Oxacillin	0.0602814334794671	0.998661868752883	B. subtilis	neutral	main_screen
Novobiocin_PenicillinG	0.0716234842108572	0.998661868752883	B. subtilis	neutral	main_screen
Novobiocin_Phleomycin	0.0719104157689453	0.998661868752883	B. subtilis	neutral	main_screen
Novobiocin_Paraquat	0.070406564022969	0.932567279670499	B. subtilis	neutral	main_screen
Novobiocin_Procaine	0.0449104011013808	0.998661868752883	B. subtilis	neutral	main_screen
Novobiocin_Pristinamycin	0.0451956196838505	0.998661868752883	B. subtilis	neutral	main_screen
Novobiocin_Puromycin	0.0582917795060042	0.993875085849532	B. subtilis	neutral	main_screen
Novobiocin_Pyocyanin	-0.137000756310357	0.00150492197157096	B. subtilis	synergy	main_screen
Novobiocin_Rifampicin	0.0680531837287422	0.998661868752883	B. subtilis	neutral	main_screen
Novobiocin_Sulfamethoxazol	0.044731554640402	0.998661868752883	B. subtilis	neutral	main_screen
Cotrimoxazole_Novobiocin	0.0394463392557433	0.998661868752883	B. subtilis	neutral	main_screen
Novobiocin_Spectinomycin	0.0749691763371226	0.998661868752883	B. subtilis	neutral	main_screen
Novobiocin_Streptomycin	0.133211837469145	0.85011553789676	B. subtilis	neutral	main_screen
Novobiocin_Streptozotocin	0.0669451198275988	0.998661868752883	B. subtilis	neutral	main_screen
Novobiocin_Teicoplanin	0.127217694625003	0.0422252380571071	B. subtilis	antagonism	main_screen
Novobiocin_Telithromycin	0.0832828317118252	0.998661868752883	B. subtilis	neutral	main_screen
Novobiocin_Tigecycline	0.0339562595574128	0.998661868752883	B. subtilis	neutral	main_screen
Novobiocin_Trimethoprim	0.135697845691314	0.00150492197157096	B. subtilis	antagonism	main_screen
Novobiocin_Triclosan	0.0532406902912659	0.998661868752883	B. subtilis	neutral	main_screen
Novobiocin_Tedizolid	0.0533381882145091	0.998661868752883	B. subtilis	neutral	main_screen
Novobiocin_U1	0.0408098456214906	0.998661868752883	B. subtilis	neutral	main_screen
Novobiocin_Vancomycin	0.0709869867248749	0.998661868752883	B. subtilis	neutral	main_screen
Novobiocin_Virginiamycin M1	0.0734429257836547	0.998661868752883	B. subtilis	neutral	main_screen
Oritavancin_Oxacillin	0.0255841891931049	0.998661868752883	B. subtilis	neutral	main_screen
Oritavancin_PenicillinG	0.0357827094528787	0.998661868752883	B. subtilis	neutral	main_screen
Oritavancin_Phleomycin	0.047045355752147	0.998661868752883	B. subtilis	neutral	main_screen
Oritavancin_Paraquat	-0.0220605110474737	0.998661868752883	B. subtilis	neutral	main_screen
Oritavancin_Procaine	-0.0177206014794514	0.998661868752883	B. subtilis	neutral	main_screen
Oritavancin_Pristinamycin	-0.0210993419221301	0.998661868752883	B. subtilis	neutral	main_screen
Oritavancin_Puromycin	0.0231811529020845	0.998661868752883	B. subtilis	neutral	main_screen
Oritavancin_Pyocyanin	-0.0237578401531939	0.998661868752883	B. subtilis	neutral	main_screen
Oritavancin_Rifampicin	-0.0184459625096698	0.998661868752883	B. subtilis	neutral	main_screen
Oritavancin_Sulfamethoxazol	-0.0376532853437832	0.877145886482304	B. subtilis	neutral	main_screen
Cotrimoxazole_Oritavancin	-0.110334328630508	0.998661868752883	B. subtilis	neutral	main_screen
Oritavancin_Spectinomycin	-0.023783617096287	0.998661868752883	B. subtilis	neutral	main_screen
Oritavancin_Streptomycin	-0.0218786210532525	0.998661868752883	B. subtilis	neutral	main_screen
Oritavancin_Streptozotocin	-0.035545861592618	0.717696370606841	B. subtilis	neutral	main_screen
Oritavancin_Teicoplanin	-0.0406747580898345	0.481656065162713	B. subtilis	neutral	main_screen
Oritavancin_Telithromycin	0.0210678247907048	0.998661868752883	B. subtilis	neutral	main_screen
Oritavancin_Tigecycline	-0.0327751348532611	0.998661868752883	B. subtilis	neutral	main_screen
Oritavancin_Trimethoprim	0.0391132877771639	0.998661868752883	B. subtilis	neutral	main_screen
Oritavancin_Triclosan	0.0201127648542519	0.998661868752883	B. subtilis	neutral	main_screen
Oritavancin_Tedizolid	-0.0251213873692176	0.998661868752883	B. subtilis	neutral	main_screen
Oritavancin_U1	-0.0254806982985237	0.998661868752883	B. subtilis	neutral	main_screen
Oritavancin_Vancomycin	0.0253668165049044	0.998661868752883	B. subtilis	neutral	main_screen
Oritavancin_Virginiamycin M1	-0.0178339294953363	0.998661868752883	B. subtilis	neutral	main_screen
Oxacillin_PenicillinG	-0.0214054550800117	0.998661868752883	B. subtilis	neutral	main_screen
Oxacillin_Phleomycin	-0.0427814199412426	0.998661868752883	B. subtilis	neutral	main_screen
Oxacillin_Paraquat	-0.0871778498067925	0.730816599675389	B. subtilis	neutral	main_screen
Oxacillin_Procaine	0.0580945783684524	0.822480358196474	B. subtilis	neutral	main_screen
Oxacillin_Pristinamycin	0.0622254911389331	0.699432838787218	B. subtilis	neutral	main_screen
Oxacillin_Puromycin	0.0567817471487426	0.998661868752883	B. subtilis	neutral	main_screen
Oxacillin_Pyocyanin	-0.0581930031807734	0.964577759996216	B. subtilis	neutral	main_screen
Oxacillin_Rifampicin	0.0577944837437865	0.998661868752883	B. subtilis	neutral	main_screen
Oxacillin_Sulfamethoxazol	0.0541864338755836	0.998661868752883	B. subtilis	neutral	main_screen
Cotrimoxazole_Oxacillin	0.0402766684664519	0.998661868752883	B. subtilis	neutral	main_screen
Oxacillin_Spectinomycin	0.0285147986387118	0.998661868752883	B. subtilis	neutral	main_screen
Oxacillin_Streptomycin	-0.113229913216547	0.0859599470516524	B. subtilis	neutral	main_screen
Oxacillin_Streptozotocin	0.0536612588161482	0.998661868752883	B. subtilis	neutral	main_screen
Oxacillin_Teicoplanin	-0.0734792996125812	0.998661868752883	B. subtilis	neutral	main_screen
Oxacillin_Telithromycin	-0.0300860996634518	0.998661868752883	B. subtilis	neutral	main_screen
Oxacillin_Tigecycline	0.035491367334659	0.998661868752883	B. subtilis	neutral	main_screen
Oxacillin_Trimethoprim	0.0589284816657554	0.998661868752883	B. subtilis	neutral	main_screen
Oxacillin_Triclosan	0.0250052227440739	0.998661868752883	B. subtilis	neutral	main_screen
Oxacillin_Tedizolid	-0.0468526651301828	0.998661868752883	B. subtilis	neutral	main_screen
Oxacillin_U1	0.059800774870915	0.998661868752883	B. subtilis	neutral	main_screen
Oxacillin_Vancomycin	-0.0574162037203705	0.998661868752883	B. subtilis	neutral	main_screen
Oxacillin_Virginiamycin M1	0.0548237824502781	0.998661868752883	B. subtilis	neutral	main_screen
PenicillinG_Phleomycin	0.0674853529084835	0.998661868752883	B. subtilis	neutral	main_screen
Paraquat_PenicillinG	-0.0266628961068794	0.998661868752883	B. subtilis	neutral	main_screen
PenicillinG_Procaine	0.0367073228418612	0.998661868752883	B. subtilis	neutral	main_screen
PenicillinG_Pristinamycin	0.0483824588841777	0.998661868752883	B. subtilis	neutral	main_screen
PenicillinG_Puromycin	0.053603817354821	0.998661868752883	B. subtilis	neutral	main_screen
PenicillinG_Pyocyanin	-0.0226755605586001	0.998661868752883	B. subtilis	neutral	main_screen
PenicillinG_Rifampicin	0.0761176442476836	0.462388029734101	B. subtilis	neutral	main_screen
PenicillinG_Sulfamethoxazol	0.0444988293604523	0.998661868752883	B. subtilis	neutral	main_screen
Cotrimoxazole_PenicillinG	0.0665597841840091	0.998661868752883	B. subtilis	neutral	main_screen
PenicillinG_Spectinomycin	0.0272309662600437	0.998661868752883	B. subtilis	neutral	main_screen
PenicillinG_Streptomycin	0.0318620549399189	0.998661868752883	B. subtilis	neutral	main_screen
PenicillinG_Streptozotocin	0.0513009764225553	0.998661868752883	B. subtilis	neutral	main_screen
PenicillinG_Teicoplanin	-0.176152260053212	0.0721722154025732	B. subtilis	neutral	main_screen
PenicillinG_Telithromycin	0.0511121102482333	0.998661868752883	B. subtilis	neutral	main_screen
PenicillinG_Tigecycline	0.0407794316802132	0.998661868752883	B. subtilis	neutral	main_screen
PenicillinG_Trimethoprim	-0.131352091283288	0.998661868752883	B. subtilis	neutral	main_screen
PenicillinG_Triclosan	0.0307132959952909	0.998661868752883	B. subtilis	neutral	main_screen
PenicillinG_Tedizolid	0.0624992993292449	0.998661868752883	B. subtilis	neutral	main_screen
PenicillinG_U1	-0.0222838441869901	0.998661868752883	B. subtilis	neutral	main_screen
PenicillinG_Vancomycin	-0.0390439075775595	0.998661868752883	B. subtilis	neutral	main_screen
PenicillinG_Virginiamycin M1	0.0478840032550988	0.998661868752883	B. subtilis	neutral	main_screen
Paraquat_Phleomycin	0.151347669036891	0.00150492197157096	B. subtilis	antagonism	main_screen
Phleomycin_Procaine	0.100157406137389	0.998661868752883	B. subtilis	neutral	main_screen
Phleomycin_Pristinamycin	0.0745010570596142	0.998661868752883	B. subtilis	neutral	main_screen
Phleomycin_Puromycin	-0.073642908892719	0.905943558296176	B. subtilis	neutral	main_screen
Phleomycin_Pyocyanin	0.210897656408815	0.025959904009599	B. subtilis	antagonism	main_screen
Phleomycin_Rifampicin	0.0840562558687367	0.664506657224776	B. subtilis	neutral	main_screen
Phleomycin_Sulfamethoxazol	-0.0665329403466206	0.941672457119771	B. subtilis	neutral	main_screen
Cotrimoxazole_Phleomycin	-0.0438359373548059	0.998661868752883	B. subtilis	neutral	main_screen
Phleomycin_Spectinomycin	0.102662389553607	0.566736863117997	B. subtilis	neutral	main_screen
Phleomycin_Streptomycin	-0.288283083453876	0.00150492197157096	B. subtilis	synergy	main_screen
Phleomycin_Streptozotocin	-0.0549660956408782	0.998661868752883	B. subtilis	neutral	main_screen
Phleomycin_Teicoplanin	-0.0857713509753655	0.0932854255558051	B. subtilis	neutral	main_screen
Phleomycin_Telithromycin	0.0324390427231384	0.998661868752883	B. subtilis	neutral	main_screen
Phleomycin_Tigecycline	-0.0494910800546532	0.998661868752883	B. subtilis	neutral	main_screen
Phleomycin_Trimethoprim	-0.101918127715865	0.00150492197157096	B. subtilis	synergy	main_screen
Phleomycin_Triclosan	-0.0431801403499753	0.998661868752883	B. subtilis	neutral	main_screen
Phleomycin_Tedizolid	0.096783533236897	0.998661868752883	B. subtilis	neutral	main_screen
Phleomycin_U1	0.100079706227017	0.998661868752883	B. subtilis	neutral	main_screen
Phleomycin_Vancomycin	-0.0771676034213284	0.998661868752883	B. subtilis	neutral	main_screen
Phleomycin_Virginiamycin M1	0.106085536717269	0.998661868752883	B. subtilis	neutral	main_screen
Paraquat_Procaine	0.0621480887069675	0.998661868752883	B. subtilis	neutral	main_screen
Paraquat_Pristinamycin	-0.031617104899116	0.998661868752883	B. subtilis	neutral	main_screen
Paraquat_Puromycin	0.0237522550580487	0.998661868752883	B. subtilis	neutral	main_screen
Paraquat_Pyocyanin	-0.0646408008949804	0.789181081891811	B. subtilis	neutral	main_screen
Paraquat_Rifampicin	0.0618195642543729	0.998661868752883	B. subtilis	neutral	main_screen
Paraquat_Sulfamethoxazol	0.0340864716380394	0.998661868752883	B. subtilis	neutral	main_screen
Cotrimoxazole_Paraquat	-0.0589339898400789	0.552298139949211	B. subtilis	neutral	main_screen
Paraquat_Spectinomycin	0.0537431275853794	0.998661868752883	B. subtilis	neutral	main_screen
Paraquat_Streptomycin	-0.118630072535955	0.185998433123721	B. subtilis	neutral	main_screen
Paraquat_Streptozotocin	0.0356445216374253	0.998661868752883	B. subtilis	neutral	main_screen
Paraquat_Teicoplanin	-0.0439876859516996	0.998661868752883	B. subtilis	neutral	main_screen
Paraquat_Telithromycin	-0.0235260547995603	0.998661868752883	B. subtilis	neutral	main_screen
Paraquat_Tigecycline	-0.0330622204328283	0.998661868752883	B. subtilis	neutral	main_screen
Paraquat_Trimethoprim	-0.0973233974653128	0.0334398763513479	B. subtilis	neutral	main_screen
Paraquat_Triclosan	-0.188391925565137	0.00275071830565288	B. subtilis	synergy	main_screen
Paraquat_Tedizolid	0.0750305412979187	0.998661868752883	B. subtilis	neutral	main_screen
Paraquat_U1	-0.0515707950482789	0.998661868752883	B. subtilis	neutral	main_screen
Paraquat_Vancomycin	0.0779199511039926	0.998661868752883	B. subtilis	neutral	main_screen
Paraquat_Virginiamycin M1	0.0472675152036293	0.998661868752883	B. subtilis	neutral	main_screen
Pristinamycin_Procaine	0.046243149771508	0.998661868752883	B. subtilis	neutral	main_screen
Procaine_Puromycin	0.0784637584907157	0.998661868752883	B. subtilis	neutral	main_screen
Procaine_Pyocyanin	-0.0723583475815542	0.249013448169746	B. subtilis	neutral	main_screen
Procaine_Rifampicin	-0.0578345358606857	0.998661868752883	B. subtilis	neutral	main_screen
Procaine_Sulfamethoxazol	-0.0491510219201762	0.998661868752883	B. subtilis	neutral	main_screen
Cotrimoxazole_Procaine	0.0891494912046501	0.953436474534364	B. subtilis	neutral	main_screen
Procaine_Spectinomycin	-0.0468432253522528	0.998661868752883	B. subtilis	neutral	main_screen
Procaine_Streptomycin	-0.116767189514082	0.998661868752883	B. subtilis	neutral	main_screen
Procaine_Streptozotocin	0.0444733966962176	0.998661868752883	B. subtilis	neutral	main_screen
Procaine_Teicoplanin	-0.077571732901284	0.934026750386185	B. subtilis	neutral	main_screen
Procaine_Telithromycin	-0.0223886267700953	0.998661868752883	B. subtilis	neutral	main_screen
Procaine_Tigecycline	-0.0700884794922241	0.602161794219193	B. subtilis	neutral	main_screen
Procaine_Trimethoprim	0.0836827079168932	0.00150492197157096	B. subtilis	neutral	main_screen
Procaine_Triclosan	0.0506896677894403	0.998661868752883	B. subtilis	neutral	main_screen
Procaine_Tedizolid	-0.0544513382631513	0.900484170332967	B. subtilis	neutral	main_screen
Procaine_U1	-0.0447949820316861	0.998661868752883	B. subtilis	neutral	main_screen
Procaine_Vancomycin	0.0236549202028402	0.998661868752883	B. subtilis	neutral	main_screen
Procaine_Virginiamycin M1	-0.0324367085702833	0.998661868752883	B. subtilis	neutral	main_screen
Pristinamycin_Puromycin	-0.0430193357041289	0.998661868752883	B. subtilis	neutral	main_screen
Pristinamycin_Pyocyanin	-0.0520872728427826	0.998661868752883	B. subtilis	neutral	main_screen
Pristinamycin_Rifampicin	-0.134453509692654	0.0877324808773248	B. subtilis	neutral	main_screen
Pristinamycin_Sulfamethoxazol	-0.0711746492334208	0.998661868752883	B. subtilis	neutral	main_screen
Cotrimoxazole_Pristinamycin	-0.0626760256795964	0.998661868752883	B. subtilis	neutral	main_screen
