Drug A,Drug B,organism ,value,type,method,PMID
Piperacillin,Cefotaxime,Pseudomonas aeruginosa PAO1,-0.26,Synergy,Bliss,29973719
Piperacillin,Ciprofloxacin,Pseudomonas aeruginosa PAO1,-0.18,Synergy,Bliss,29973719
Piperacillin,Erythromycin,Pseudomonas aeruginosa PAO1,-0.2,Synergy,Bliss,29973719
Piperacillin,Levofloxacin,Pseudomonas aeruginosa PAO1,-0.19,Synergy,Bliss,29973719
Piperacillin,Amoxycillin,Pseudomonas aeruginosa PAO1,0.31,Antagonism,Bliss,29973719
Piperacillin,Chloramphenicol,Pseudomonas aeruginosa PAO1,0.13,Antagonism,Bliss,29973719
Piperacillin,D-Cycloserine,Salmonella typhimurium 14028,-0.48,Synergy,Bliss,29973719
Piperacillin,Amikacin,Salmonella typhimurium 14028,-0.17,Synergy,Bliss,29973719
Piperacillin,Fosfomycin,Salmonella typhimurium 14028,-0.18,Additivity,Bliss,29973719
Piperacillin,Cefaclor,Salmonella typhimurium 14028,-0.45,Synergy,Bliss,29973719
Piperacillin,Trimethoprim,Salmonella typhimurium 14028,0.18,Antagonism,Bliss,29973719
Piperacillin,Amoxycillin,Salmonella typhimurium 14028,-0.47,Synergy,Bliss,29973719
Piperacillin,Cefsulodin,Salmonella typhimurium 14028,0.04,Additivity,Bliss,29973719
Piperacillin,D-Cycloserine,Salmonella typhimurium LT2,-0.64,Synergy,Bliss,29973719
Piperacillin,Amikacin,Salmonella typhimurium LT2,-0.4,Synergy,Bliss,29973719
Piperacillin,Fosfomycin,Salmonella typhimurium LT2,-0.2,Synergy,Bliss,29973719
Piperacillin,Cefaclor,Salmonella typhimurium LT2,-0.28,Synergy,Bliss,29973719
Piperacillin,Trimethoprim,Salmonella typhimurium LT2,0.13,Antagonism,Bliss,29973719
Piperacillin,Amoxycillin,Salmonella typhimurium LT2,-0.59,Synergy,Bliss,29973719
Piperacillin,Cefsulodin,Salmonella typhimurium LT2,0.16,Antagonism,Bliss,29973719
Polymyxin B,Clindamycin,Escherichia coli BW25113,-0.3,Synergy,Bliss,29973719
Polymyxin B,Fusidic Acid,Escherichia coli BW25113,-0.85,Synergy,Bliss,29973719
Polymyxin B,Clarithromycin,Escherichia coli BW25113,-0.39,Synergy,Bliss,29973719
Polymyxin B,Trimethoprim,Escherichia coli BW25113,0.06,Additivity,Bliss,29973719
Polymyxin B,Nitrofurantoin,Escherichia coli BW25113,0.03,Additivity,Bliss,29973719
Polymyxin B,Erythromycin,Escherichia coli BW25113,-0.14,Additivity,Bliss,29973719
Polymyxin B,Rifampicin,Escherichia coli BW25113,-0.24,Additivity,Bliss,29973719
Polymyxin B,Cefaclor,Escherichia coli BW25113,0.31,Antagonism,Bliss,29973719
Polymyxin B,Amikacin,Escherichia coli BW25113,0.13,Antagonism,Bliss,29973719
Polymyxin B,Clindamycin,Escherichia coli iAi1,-0.79,Synergy,Bliss,29973719
Polymyxin B,Trimethoprim,Escherichia coli iAi1,-0.12,Synergy,Bliss,29973719
Polymyxin B,Nitrofurantoin,Escherichia coli iAi1,-0.14,Synergy,Bliss,29973719
Polymyxin B,Erythromycin,Escherichia coli iAi1,-0.33,Synergy,Bliss,29973719
Polymyxin B,Fusidic Acid,Escherichia coli iAi1,-0.42,Synergy,Bliss,29973719
Polymyxin B,Clarithromycin,Escherichia coli iAi1,-0.28,Synergy,Bliss,29973719
Polymyxin B,Rifampicin,Escherichia coli iAi1,-0.28,Synergy,Bliss,29973719
Polymyxin B,Cefaclor,Escherichia coli iAi1,0.07,Additivity,Bliss,29973719
Polymyxin B,Amikacin,Escherichia coli iAi1,0.04,Additivity,Bliss,29973719
Polymyxin B,Erythromycin,Pseudomonas aeruginosa PA14,-0.1,Synergy,Bliss,29973719
Polymyxin B,Amikacin,Pseudomonas aeruginosa PA14,0.18,Additivity,Bliss,29973719
Polymyxin B,Chlorhexidine,Pseudomonas aeruginosa PA14,-0.62,Synergy,Bliss,29973719
Polymyxin B,Doxorubicin,Pseudomonas aeruginosa PA14,-0.13,Synergy,Bliss,29973719
Polymyxin B,Cefotaxime,Pseudomonas aeruginosa PA14,0.36,Antagonism,Bliss,29973719
Polymyxin B,Erythromycin,Pseudomonas aeruginosa PAO1,0.07,Additivity,Bliss,29973719
Polymyxin B,Amikacin,Pseudomonas aeruginosa PAO1,0.21,Antagonism,Bliss,29973719
Polymyxin B,Chlorhexidine,Pseudomonas aeruginosa PAO1,-0.61,Synergy,Bliss,29973719
Polymyxin B,Doxorubicin,Pseudomonas aeruginosa PAO1,-0.03,Additivity,Bliss,29973719
Polymyxin B,Cefotaxime,Pseudomonas aeruginosa PAO1,0.09,Additivity,Bliss,29973719
Polymyxin B,Clarithromycin,Salmonella typhimurium 14028,-0.61,Synergy,Bliss,29973719
Polymyxin B,Rifampicin,Salmonella typhimurium 14028,-0.57,Synergy,Bliss,29973719
Polymyxin B,Fusidic Acid,Salmonella typhimurium 14028,-0.35,Additivity,Bliss,29973719
Polymyxin B,Mecillinam,Salmonella typhimurium 14028,0.24,Antagonism,Bliss,29973719
Polymyxin B,Mupirocin,Salmonella typhimurium 14028,-0.29,Additivity,Bliss,29973719
Polymyxin B,Clarithromycin,Salmonella typhimurium LT2,-0.63,Synergy,Bliss,29973719
Polymyxin B,Rifampicin,Salmonella typhimurium LT2,-0.52,Synergy,Bliss,29973719
Polymyxin B,Fusidic Acid,Salmonella typhimurium LT2,-0.32,Synergy,Bliss,29973719
Polymyxin B,Mecillinam,Salmonella typhimurium LT2,0.07,Additivity,Bliss,29973719
Polymyxin B,Mupirocin,Salmonella typhimurium LT2,-0.23,Synergy,Bliss,29973719
Polymyxin B,Ciprofloxacin,Acinetobacter baumannii ATCC BAA-1710,1,Indifferent,FICI,33972678
Polymyxin B,Nalidixic Acid,Acinetobacter baumannii ATCC BAA-1710,1,Indifferent,FICI,33972678
Polymyxin B,Neomycin Sulfate,Enterococcus faecalis,nan,Synergy,FICI,7928043
Polymyxin B,Neomycin Sulfate,Escherichia coli ATCC25922,nan,Additivity,FICI,7928043
Polymyxin B,Neomycin Sulfate,Escherichia coli ATCC35218,nan,Additivity,FICI,7928043
Polymyxin B,Novobiocin,Escherichia coli BW25113,-0.29,Synergy,Bliss,29973719
Polymyxin B,Oxacillin,Escherichia coli BW25113,0.64,Antagonism,Bliss,29973719
Polymyxin B,Novobiocin,Escherichia coli iAi1,-0.36,Synergy,Bliss,29973719
Polymyxin B,Oxacillin,Escherichia coli iAi1,0.05,Additivity,Bliss,29973719
Polymyxin B,Neomycin Sulfate,Proteus vulgaris,nan,Additivity,FICI,7928043
Polymyxin B,Neomycin Sulfate,Pseudomonas aeruginosa,nan,Additivity,FICI,7928043
Polymyxin B,Novobiocin,Salmonella typhimurium 14028,-0.28,Synergy,Bliss,29973719
Polymyxin B,Amoxycillin,Salmonella typhimurium 14028,0.07,Additivity,Bliss,29973719
Polymyxin B,Ciprofloxacin,Salmonella typhimurium 14028,0.23,Antagonism,Bliss,29973719
Polymyxin B,Novobiocin,Salmonella typhimurium LT2,-0.18,Synergy,Bliss,29973719
Polymyxin B,Amoxycillin,Salmonella typhimurium LT2,0.15,Antagonism,Bliss,29973719
Polymyxin B,Ciprofloxacin,Salmonella typhimurium LT2,0.02,Additivity,Bliss,29973719
Polymyxin B,Neomycin Sulfate,Staphylococcus aureus,nan,Additivity,FICI,7928043
Rifabutin,Lmipenem,Mycobacterium abscessus,0.38,Synergy,FICI,29866869
Rifabutin,Ceftriaxone,Haemophilus ducreyi 35000,1.33,Indifferent,FICI,16046468
Rifabutin,Streptomycin,Haemophilus ducreyi 35000,0.92,Additivity,FICI,16046468
Rifabutin,Azithromycin,Haemophilus ducreyi 35000,0.75,Additivity,FICI,16046468
Rifabutin,Ceftriaxone,Haemophilus ducreyi RO34,0.83,Additivity,FICI,16046468
Rifabutin,Streptomycin,Haemophilus ducreyi RO34,0.92,Additivity,FICI,16046468
Rifabutin,Azithromycin,Haemophilus ducreyi RO34,1.08,Indifferent,FICI,16046468
Rifabutin,Ceftriaxone,Haemophilus ducreyi RO40,0.92,Additivity,FICI,16046468
Rifabutin,Streptomycin,Haemophilus ducreyi RO40,0.67,Additivity,FICI,16046468
Rifabutin,Azithromycin,Haemophilus ducreyi RO40,0.69,Additivity,FICI,16046468
Roxithromycin,Mupirocin,Escherichia coli ATCC10798,1.12,Antagonism,,31405069
Roxithromycin,Tobramycin,Escherichia coli ATCC10798,0.66,Additivity,,31405069
Roxithromycin,Ciprofloxacin,Escherichia coli ATCC10798,0.56,Additivity,,31405069
Roxithromycin,Rifampicin,Escherichia coli ATCC10798,-1.1,Synergy,,31405069
Roxithromycin,Trimethoprim,Escherichia coli ATCC10798,-1.23,Synergy,,31405069
Roxithromycin,Trimethoprim,Escherichia coli MG1655,1.05,Antagonism,,28383902
Roxithromycin,Vancomycin,Escherichia coli MG1655,0.96,Additivity,,28383902
Roxithromycin,Tobramycin,Escherichia coli MG1655,0.49,Additivity,,28383902
Roxithromycin,Spectinomycin,Escherichia coli MG1655,-0.05,Additivity,,28383902
Roxithromycin,Tetracycline,Escherichia coli MG1655,-0.96,Synergy,,28383902
Roxithromycin,Amikacin,Escherichia coli ATCC10798,1.52,Antagonism,,31405069
Roxithromycin,Gentamicin,Escherichia coli ATCC10798,0.04,Additivity,,31405069
Roxithromycin,Levofloxacin,Escherichia coli ATCC10798,-0.21,Additivity,,31405069
Roxithromycin,Clarithromycin,Escherichia coli ATCC10798,-0.25,Synergy,,31405069
Roxithromycin,Chloramphenicol,Escherichia coli ATCC10798,-0.26,Synergy,,31405069
Roxithromycin,Erythromycin,Escherichia coli ATCC10798,-0.35,Synergy,,31405069
Roxithromycin,Nalidixic Acid,Escherichia coli ATCC10798,-0.89,Synergy,,31405069
Roxithromycin,Fusidic Acid,Escherichia coli ATCC10798,-1.53,Synergy,,31405069
Roxithromycin,Spectinomycin,Escherichia coli ATCC10798,-1.87,Synergy,,31405069
Roxithromycin,Tetracycline,Escherichia coli ATCC10798,-1.98,Synergy,,31405069
Roxithromycin,Levofloxacin,Escherichia coli MG1655,2.88,Antagonism,,28383902
Roxithromycin,Nalidixic Acid,Escherichia coli MG1655,2.04,Antagonism,,28383902
Roxithromycin,Ciprofloxacin,Escherichia coli MG1655,1.92,Antagonism,,28383902
Roxithromycin,Amikacin,Escherichia coli MG1655,0.95,Additivity,,28383902
Roxithromycin,Oxacillin,Escherichia coli MG1655,0.4,Additivity,,28383902
Roxithromycin,Kanamycin,Escherichia coli MG1655,0.29,Additivity,,28383902
Roxithromycin,Nitrofurantoin,Escherichia coli MG1655,0.23,Additivity,,28383902
Roxithromycin,Clarithromycin,Escherichia coli MG1655,0.06,Additivity,,28383902
Roxithromycin,Gentamicin,Escherichia coli MG1655,0.01,Additivity,,28383902
Roxithromycin,Erythromycin,Escherichia coli MG1655,-0.13,Additivity,,28383902
Roxithromycin,Penicillin G,Escherichia coli MG1655,-0.18,Additivity,,28383902
Roxithromycin,Chloramphenicol,Escherichia coli MG1655,-0.37,Synergy,,28383902
Roxithromycin,Cefoxitin,Escherichia coli MG1655,-0.62,Synergy,,28383902
Roxithromycin,Mupirocin,Escherichia coli MG1655,-0.71,Synergy,,28383902
Roxithromycin,Rifampicin,Escherichia coli MG1655,-0.97,Synergy,,28383902
Roxithromycin,Fusidic Acid,Escherichia coli MG1655,-1.16,Synergy,,28383902
Spectinomycin,Tobramycin,Escherichia coli ATCC10798,4.52,Antagonism,,31405069
Spectinomycin,Tetracycline,Escherichia coli ATCC10798,0.72,Additivity,,31405069
Spectinomycin,Mupirocin,Escherichia coli ATCC10798,-1.7,Synergy,,31405069
Spectinomycin,Roxithromycin,Escherichia coli ATCC10798,-1.87,Synergy,,31405069
Spectinomycin,Cefotaxime,Escherichia coli BW25113,0.1,Additivity,Bliss,29973719
Spectinomycin,Novobiocin,Escherichia coli BW25113,0.11,Additivity,Bliss,29973719
Spectinomycin,Clarithromycin,Escherichia coli BW25113,0.06,Additivity,Bliss,29973719
Spectinomycin,Fosfomycin,Escherichia coli BW25113,0.35,Antagonism,Bliss,29973719
Spectinomycin,Bleomycin,Escherichia coli BW25113,0.13,Antagonism,Bliss,29973719
Spectinomycin,Erythromycin,Escherichia coli BW25113,0.15,Antagonism,Bliss,29973719
Spectinomycin,Trimethoprim,Escherichia coli BW25113,0.14,Antagonism,Bliss,29973719
Spectinomycin,Aztreonam,Escherichia coli BW25113,0.25,Antagonism,Bliss,29973719
Spectinomycin,Pyocyanin,Escherichia coli BW25113,0.21,Antagonism,Bliss,29973719
Spectinomycin,Erythromycin,Escherichia coli iAi1,0.1,Additivity,Bliss,29973719
Spectinomycin,Trimethoprim,Escherichia coli iAi1,0.09,Additivity,Bliss,29973719
Spectinomycin,Fosfomycin,Escherichia coli iAi1,0.3,Antagonism,Bliss,29973719
Spectinomycin,Bleomycin,Escherichia coli iAi1,0.17,Antagonism,Bliss,29973719
Spectinomycin,Cefotaxime,Escherichia coli iAi1,0.12,Antagonism,Bliss,29973719
Spectinomycin,Novobiocin,Escherichia coli iAi1,0.18,Antagonism,Bliss,29973719
Spectinomycin,Clarithromycin,Escherichia coli iAi1,0.13,Antagonism,Bliss,29973719
Spectinomycin,Aztreonam,Escherichia coli iAi1,0.14,Additivity,Bliss,29973719
Spectinomycin,Pyocyanin,Escherichia coli iAi1,0.14,Additivity,Bliss,29973719
Spectinomycin,Tobramycin,Escherichia coli MG1655,4.39,Antagonism,,28383902
Spectinomycin,Trimethoprim,Escherichia coli MG1655,1.68,Antagonism,,28383902
Spectinomycin,Vancomycin,Escherichia coli MG1655,0.84,Additivity,,28383902
Spectinomycin,Tetracycline,Escherichia coli MG1655,0.21,Additivity,,28383902
Spectinomycin,Tobramycin,Escherichia coli MG1655,4.39,Antagonism,,27222539
Spectinomycin,Trimethoprim,Escherichia coli MG1655,1.68,Antagonism,,27222539
Spectinomycin,Vancomycin,Escherichia coli MG1655,0.84,Additivity,,27222539
Spectinomycin,Tetracycline,Escherichia coli MG1655,0.21,Additivity,,27222539
Spectinomycin,Ciprofloxacin,Escherichia coli MG1655,nan,Antagonism,Bliss,16550172
Spectinomycin,Lomefloxacin,Escherichia coli MG1655,nan,Antagonism,Bliss,16550172
Spectinomycin,Nalidixic Acid,Escherichia coli MG1655,nan,Antagonism,Bliss,16550172
Spectinomycin,Sulfamonomethoxine,Escherichia coli MG1655,nan,Antagonism,Bliss,16550172
Spectinomycin,Trimethoprim,Escherichia coli MG1655,nan,Antagonism,Bliss,16550172
Spectinomycin,Nitrofurantoin,Escherichia coli MG1655,nan,Synergy,Bliss,16550172
Spectinomycin,Amikacin,Escherichia coli MG1655,nan,Antagonism,Bliss,16550172
Spectinomycin,Tobramycin,Escherichia coli MG1655,nan,Additivity,Bliss,16550172
Spectinomycin,Streptomycin,Escherichia coli MG1655,nan,Antagonism,Bliss,16550172
Spectinomycin,Bleomycin,Escherichia coli MG1655,nan,Antagonism,Bliss,16550172
Spectinomycin,Vancomycin,Mycobacterium tuberculosis,1,Additivity,,27222539
Spectinomycin,Streptomycin,Mycobacterium tuberculosis,1,Additivity,,27222539
Spectinomycin,Isoniazid,Mycobacterium tuberculosis,0,Additivity,,27222539
Spectinomycin,Clarithromycin,Mycobacterium tuberculosis,-1,Synergy,,27222539
Spectinomycin,Fusidic Acid,Mycobacterium tuberculosis,-1,Synergy,,27222539
Spectinomycin,Azithromycin,Mycobacterium tuberculosis,-1,Synergy,,27222539
Spectinomycin,Rifampicin,Mycobacterium tuberculosis,-1,Synergy,,27222539
Spectinomycin,Tetracycline,Mycobacterium tuberculosis,-1,Synergy,,27222539
Spectinomycin,Minocycline,Mycobacterium tuberculosis,-1,Synergy,,27222539
Spectinomycin,Novobiocin,Mycobacterium tuberculosis,-1,Synergy,,27222539
Spectinomycin,Nigericin,Mycobacterium tuberculosis,-1,Synergy,,27222539
Spectinomycin,Nitrofurantoin,Pseudomonas aeruginosa PA14,-0.04,Additivity,Bliss,29973719
Spectinomycin,Azithromycin,Pseudomonas aeruginosa PA14,0.12,Additivity,Bliss,29973719
Spectinomycin,Gentamicin,Pseudomonas aeruginosa PA14,0.33,Antagonism,Bliss,29973719
Spectinomycin,Aztreonam,Pseudomonas aeruginosa PA14,-0.2,Synergy,Bliss,29973719
Spectinomycin,Chlorhexidine,Pseudomonas aeruginosa PA14,0.06,Additivity,Bliss,29973719
Spectinomycin,Amikacin,Pseudomonas aeruginosa PA14,0.23,Antagonism,Bliss,29973719
Spectinomycin,Nitrofurantoin,Pseudomonas aeruginosa PAO1,0.15,Antagonism,Bliss,29973719
Spectinomycin,Azithromycin,Pseudomonas aeruginosa PAO1,0.12,Antagonism,Bliss,29973719
Spectinomycin,Gentamicin,Pseudomonas aeruginosa PAO1,0.16,Additivity,Bliss,29973719
Spectinomycin,Aztreonam,Pseudomonas aeruginosa PAO1,-0.15,Additivity,Bliss,29973719
Spectinomycin,Chlorhexidine,Pseudomonas aeruginosa PAO1,0.16,Antagonism,Bliss,29973719
Spectinomycin,Amikacin,Pseudomonas aeruginosa PAO1,0.13,Antagonism,Bliss,29973719
Spectinomycin,Erythromycin,Salmonella typhimurium 14028,0.08,Additivity,Bliss,29973719
Spectinomycin,Trimethoprim,Salmonella typhimurium 14028,0.05,Additivity,Bliss,29973719
Spectinomycin,Clarithromycin,Salmonella typhimurium 14028,0.08,Additivity,Bliss,29973719
Spectinomycin,Novobiocin,Salmonella typhimurium 14028,0.28,Antagonism,Bliss,29973719
Spectinomycin,Puromycin,Salmonella typhimurium 14028,0.06,Additivity,Bliss,29973719
Spectinomycin,Clindamycin,Salmonella typhimurium 14028,0.1,Antagonism,Bliss,29973719
Spectinomycin,Moxifloxacin,Salmonella typhimurium 14028,0.32,Antagonism,Bliss,29973719
Spectinomycin,Mupirocin,Salmonella typhimurium 14028,0.08,Additivity,Bliss,29973719
Spectinomycin,Aztreonam,Salmonella typhimurium 14028,0.08,Additivity,Bliss,29973719
Spectinomycin,Chlorhexidine,Salmonella typhimurium 14028,0.03,Additivity,Bliss,29973719
Spectinomycin,Amikacin,Salmonella typhimurium 14028,-0.06,Additivity,Bliss,29973719
Spectinomycin,Erythromycin,Salmonella typhimurium LT2,0.12,Antagonism,Bliss,29973719
Spectinomycin,Trimethoprim,Salmonella typhimurium LT2,0.13,Antagonism,Bliss,29973719
Spectinomycin,Clarithromycin,Salmonella typhimurium LT2,0.15,Antagonism,Bliss,29973719
Spectinomycin,Novobiocin,Salmonella typhimurium LT2,-0.07,Additivity,Bliss,29973719
Spectinomycin,Puromycin,Salmonella typhimurium LT2,0.11,Antagonism,Bliss,29973719
Spectinomycin,Clindamycin,Salmonella typhimurium LT2,0.08,Additivity,Bliss,29973719
Spectinomycin,Moxifloxacin,Salmonella typhimurium LT2,0.12,Additivity,Bliss,29973719
Spectinomycin,Amikacin,Salmonella typhimurium LT2,0.11,Antagonism,Bliss,29973719
Spectinomycin,Chlorhexidine,Salmonella typhimurium LT2,0.11,Antagonism,Bliss,29973719
Spectinomycin,Mupirocin,Salmonella typhimurium LT2,0.12,Antagonism,Bliss,29973719
Spectinomycin,Aztreonam,Salmonella typhimurium LT2,0.22,Antagonism,Bliss,29973719
Spectinomycin,Ciprofloxacin,Escherichia coli ATCC10798,3.78,Antagonism,,31405069
Spectinomycin,Levofloxacin,Escherichia coli ATCC10798,3.46,Antagonism,,31405069
Spectinomycin,Nalidixic Acid,Escherichia coli ATCC10798,2.9,Antagonism,,31405069
Spectinomycin,Gentamicin,Escherichia coli ATCC10798,2.21,Antagonism,,31405069
Spectinomycin,Amikacin,Escherichia coli ATCC10798,2.12,Antagonism,,31405069
Spectinomycin,Trimethoprim,Escherichia coli ATCC10798,1.45,Antagonism,,31405069
Spectinomycin,Rifampicin,Escherichia coli ATCC10798,0.54,Additivity,,31405069
Spectinomycin,Fusidic Acid,Escherichia coli ATCC10798,0.47,Additivity,,31405069
Spectinomycin,Clarithromycin,Escherichia coli ATCC10798,0.25,Additivity,,31405069
Spectinomycin,Erythromycin,Escherichia coli ATCC10798,0.13,Additivity,,31405069
Spectinomycin,Chloramphenicol,Escherichia coli ATCC10798,-0.56,Synergy,,31405069
Spectinomycin,Amoxycillin,Escherichia coli BW25113,0.17,Antagonism,Bliss,29973719
Spectinomycin,Ciprofloxacin,Escherichia coli BW25113,0.3,Antagonism,Bliss,29973719
Spectinomycin,Amoxycillin,Escherichia coli iAi1,0.08,Additivity,Bliss,29973719
Spectinomycin,Ciprofloxacin,Escherichia coli iAi1,0.13,Additivity,Bliss,29973719
Spectinomycin,Ciprofloxacin,Escherichia coli MG1655,3.51,Antagonism,,28383902
Spectinomycin,Levofloxacin,Escherichia coli MG1655,3.11,Antagonism,,28383902
Spectinomycin,Nalidixic Acid,Escherichia coli MG1655,2.84,Antagonism,,28383902
Spectinomycin,Gentamicin,Escherichia coli MG1655,2.69,Antagonism,,28383902
Spectinomycin,Cefoxitin,Escherichia coli MG1655,2.31,Antagonism,,28383902
Spectinomycin,Amikacin,Escherichia coli MG1655,2.22,Antagonism,,28383902
Spectinomycin,Kanamycin,Escherichia coli MG1655,2.01,Antagonism,,28383902
Spectinomycin,Nitrofurantoin,Escherichia coli MG1655,1.72,Antagonism,,28383902
Spectinomycin,Penicillin G,Escherichia coli MG1655,1.28,Antagonism,,28383902
Spectinomycin,Fusidic Acid,Escherichia coli MG1655,0.43,Additivity,,28383902
Spectinomycin,Rifampicin,Escherichia coli MG1655,0.32,Additivity,,28383902
Spectinomycin,Clarithromycin,Escherichia coli MG1655,0.26,Additivity,,28383902
Spectinomycin,Erythromycin,Escherichia coli MG1655,0.23,Additivity,,28383902
Spectinomycin,Oxacillin,Escherichia coli MG1655,0.14,Additivity,,28383902
Spectinomycin,Roxithromycin,Escherichia coli MG1655,-0.05,Additivity,,28383902
Spectinomycin,Chloramphenicol,Escherichia coli MG1655,-0.12,Additivity,,28383902
Spectinomycin,Mupirocin,Escherichia coli MG1655,-1.02,Synergy,,28383902
Spectinomycin,Ciprofloxacin,Escherichia coli MG1655,3.51,Antagonism,,27222539
Spectinomycin,Levofloxacin,Escherichia coli MG1655,3.11,Antagonism,,27222539
Spectinomycin,Nalidixic Acid,Escherichia coli MG1655,2.84,Antagonism,,27222539
Spectinomycin,Gentamicin,Escherichia coli MG1655,2.69,Antagonism,,27222539
Spectinomycin,Cefoxitin,Escherichia coli MG1655,2.31,Antagonism,,27222539
Spectinomycin,Amikacin,Escherichia coli MG1655,2.22,Antagonism,,27222539
Spectinomycin,Nitrofurantoin,Escherichia coli MG1655,1.72,Antagonism,,27222539
Spectinomycin,Fusidic Acid,Escherichia coli MG1655,0.43,Additivity,,27222539
Spectinomycin,Rifampicin,Escherichia coli MG1655,0.32,Additivity,,27222539
Spectinomycin,Clarithromycin,Escherichia coli MG1655,0.26,Additivity,,27222539
Spectinomycin,Erythromycin,Escherichia coli MG1655,0.23,Additivity,,27222539
Spectinomycin,Oxacillin,Escherichia coli MG1655,0.14,Additivity,,27222539
Spectinomycin,Chloramphenicol,Escherichia coli MG1655,-0.12,Additivity,,27222539
Spectinomycin,Ampicillin,Escherichia coli MG1655,nan,Antagonism,Bliss,16550172
Spectinomycin,Piperacillin,Escherichia coli MG1655,nan,Antagonism,Bliss,16550172
Spectinomycin,Cefoxitin,Escherichia coli MG1655,nan,Antagonism,Bliss,16550172
Spectinomycin,Clindamycin,Escherichia coli MG1655,nan,Additivity,Bliss,16550172
